label,youtube_id,time_start,time_end,split
playing piano,C0gyoKYGpPs,4,14,train
ice fishing,C0h5j4kanGE,268,278,train
canoeing or kayaking,C0hOVk-UMvk,56,66,train
breakdancing,C0hV75epWZc,593,603,train
sailing,C0hVv_3e8Ns,18,28,train
using segway,C0kBvAXj8Ks,0,10,train
blowing glass,C0mAjnkAMpQ,82,92,train
feeding birds,C0nQr-BILic,8,18,train
slacklining,C0o-t_Z6K4M,67,77,train
smoking,C0qJaXW_Fj8,77,87,train
ice fishing,C0qr_nUsZ4w,122,132,train
arm wrestling,C0rS8-OSzHc,1,11,train
riding or walking with horse,C0rpYkoVsgg,103,113,train
hurdling,C0t71aWvNJ4,5,15,train
playing guitar,C0tpZoh9zgc,14,24,train
riding mechanical bull,C0vM-SOBozk,21,31,train
walking the dog,C0vNqhiaEQ4,58,68,train
playing volleyball,C0w44xBHG_o,1,11,train
testifying,C0y00aVOnsU,178,188,train
singing,C0yamxWNx0Q,4,14,train
waxing eyebrows,C0zqljF8YN8,187,197,train
playing cello,C1-K3q3jW2s,23,33,train
skiing crosscountry,C1-qhYUyvC4,14,24,train
reading book,C10KO5TnNOc,2184,2194,train
frying vegetables,C10qnWPxuys,188,198,train
playing drums,C11ItpTNtnk,83,93,train
golf driving,C11KVsWaUVY,47,57,train
cooking on campfire,C14qcGOvXfk,69,79,train
fixing hair,C14tybdv2TU,9,19,train
assembling computer,C1695N9NI1U,442,452,train
long jump,C16GPao5mHI,3,13,train
bungee jumping,C16HoVdmcXk,6,16,train
changing oil,C16qx8rrEsk,32,42,train
bench pressing,C17DqArwNFQ,63,73,train
headbanging,C18lnvXbdPE,34,44,train
playing trombone,C1CzGHqgVDQ,4,14,train
hoverboarding,C1Df-ct2pao,17,27,train
recording music,C1DjC0kCNZQ,103,113,train
bandaging,C1EOZrHfSxY,39,49,train
making pizza,C1ESfqPr0ys,156,166,train
shot put,C1FGdDTqDpY,3,13,train
petting animal (not cat),C1FUGlBVHbM,17,27,train
ice fishing,C1HOeK_pc5I,102,112,train
springboard diving,C1HYb22ji3Y,5,15,train
playing clarinet,C1HqPL8g_s4,356,366,train
tap dancing,C1Hu3SxiAPA,16,26,train
yawning,C1IDBWopot4,0,10,train
juggling balls,C1JjVwO2y7s,3,13,train
windsurfing,C1K4Yga1o7E,154,164,train
passing American football (not in game),C1KSC31XKIc,0,10,train
hoverboarding,C1KbwH43eCo,13,23,train
fixing hair,C1KpaEsDywM,24,34,train
motorcycling,C1MG8zYXNUw,1,11,train
situp,C1MU1YPGMCo,3,13,train
cleaning floor,C1MwwAPrw4s,27,37,train
singing,C1N2uTcFKCk,7,17,train
washing dishes,C1NKrKZCLPM,54,64,train
slacklining,C1NlvFMNP98,1,11,train
peeling potatoes,C1OIisAUyx0,23,33,train
ice fishing,C1OwcYxHVfU,20,30,train
ice fishing,C1PSsDFKuAM,0,10,train
faceplanting,C1PTRYSJ_fg,0,10,train
riding elephant,C1PVKRISbRU,0,10,train
making pizza,C1QToDg3Ow0,346,356,train
arm wrestling,C1RAhZhG-fs,73,83,train
arm wrestling,C1SZARQs43w,4,14,train
sanding floor,C1TWdIMEMHE,3,13,train
surfing water,C1TpZvY6qhk,24,34,train
riding unicycle,C1U3063-grM,2,12,train
shining shoes,C1U5q17AvzM,35,45,train
cutting watermelon,C1WbCNzfBqE,71,81,train
playing organ,C1WmHGv47I4,116,126,train
biking through snow,C1YIl89vGHo,0,10,train
feeding goats,C1YT7-A8sxQ,30,40,train
cleaning toilet,C1Ya5kGj45U,140,150,train
skateboarding,C1bS13VqMjM,32,42,train
kitesurfing,C1c2kaIQmZ4,31,41,train
dunking basketball,C1ca8mTFbps,24,34,train
feeding goats,C1d_3oBgkBk,4,14,train
hoverboarding,C1esm4Ig2YI,53,63,train
punching person (boxing),C1gwzeEY71c,2586,2596,train
eating cake,C1hHM89_HUU,6,16,train
shaking hands,C1hP12ULT1g,76,86,train
auctioning,C1hascSYTHM,3,13,train
arm wrestling,C1i3_HB4xv0,7,17,train
crying,C1loDJ7a0QQ,0,10,train
hurdling,C1p9U9Ra5IA,232,242,train
decorating the christmas tree,C1rUZOgTlM8,25,35,train
triple jump,C1srR9aA6UY,13,23,train
shearing sheep,C1tpQEYL2jY,516,526,train
abseiling,C1wMw87YRYg,248,258,train
shoveling snow,C1wWjbmbIho,34,44,train
marching,C1xSjO_2X9g,13,23,train
playing piano,C1yP3qtqI4o,129,139,train
sailing,C1yXb_l8tMw,269,279,train
making snowman,C2-qYNFFkNo,89,99,train
playing bass guitar,C204aEnIZGY,146,156,train
passing American football (not in game),C20oXMCROvE,147,157,train
using computer,C23G0rF1qP0,4,14,train
pushing car,C24EDHQuvlA,2,12,train
ski jumping,C262MZfad7U,2,12,train
water sliding,C263s53VYwU,16,26,train
golf driving,C26nSa6x-Nc,181,191,train
sticking tongue out,C28Mu-dqLrQ,3,13,train
eating burger,C2B7H-KB3_g,24,34,train
brushing teeth,C2CBQdzLI0Y,2,12,train
dunking basketball,C2CzmVOmxf0,6,16,train
snatch weight lifting,C2DkwqKYDHo,19,29,train
windsurfing,C2E7ACSpmxA,92,102,train
belly dancing,C2EJn66oGnw,64,74,train
frying vegetables,C2GjmeQDM_c,250,260,train
plastering,C2HLljOzAgs,14,24,train
bee keeping,C2L1gMsyzKI,43,53,train
unboxing,C2MKCWGz5sg,71,81,train
making tea,C2Q7SMIQumA,39,49,train
hurling (sport),C2QO0o5Kx7w,139,149,train
feeding birds,C2S2aWKDec8,6,16,train
playing paintball,C2SF2m1wrXE,2,12,train
pushing cart,C2T6w2WsY6E,2,12,train
getting a tattoo,C2UHRBWYYHg,115,125,train
washing feet,C2XXxnKq3JM,253,263,train
feeding fish,C2X_YbV7v68,86,96,train
wrapping present,C2XhprQR5x0,10,20,train
yawning,C2_LhYklu9g,1,11,train
eating hotdog,C2cGWa-76L0,3,13,train
pumping fist,C2dwRai22eU,114,124,train
texting,C2gZs2oB1r4,29,39,train
playing accordion,C2hAI4-tf68,135,145,train
abseiling,C2hIVQGHaZI,1,11,train
playing volleyball,C2iG1zsssyU,8,18,train
golf driving,C2j-1M2yfMI,46,56,train
dribbling basketball,C2j6AOmDZOQ,4,14,train
cooking on campfire,C2kwTBha2Ic,105,115,train
eating carrots,C2mYmFPFPuY,33,43,train
playing bass guitar,C2o6QoaBJQo,35,45,train
abseiling,C2qo6Z-GLHI,6,16,train
stretching leg,C2tMt-sdIY0,5,15,train
drop kicking,C2uqzP7KRBc,1,11,train
smoking hookah,C2x86Ika5is,4,14,train
strumming guitar,C2xJUrstqiY,18,28,train
surfing crowd,C2yHk9dyxxA,1,11,train
giving or receiving award,C2ycSbjFXA8,56,66,train
hammer throw,C2zdmvw56o4,4,14,train
eating burger,C305nUMjATE,133,143,train
cleaning windows,C31wEZqlqKQ,15,25,train
swimming backstroke,C337NMOy_h4,12,22,train
drinking,C33d2m211GU,18,28,train
kitesurfing,C34I23du468,119,129,train
egg hunting,C34XU9InBUc,85,95,train
eating doughnuts,C34egSfokkg,0,10,train
krumping,C34j1m0d8DY,26,36,train
squat,C358krcIDs0,12,22,train
ice skating,C3AAog2R8oo,15,25,train
belly dancing,C3BZPNYBuP8,41,51,train
climbing ladder,C3ECEOaIgT8,26,36,train
grooming horse,C3ED143OtCo,0,10,train
presenting weather forecast,C3EYVo9ho4Q,26,36,train
riding mule,C3FQ4Evicow,159,169,train
brushing hair,C3JfvQMuEKA,11,21,train
feeding goats,C3KXBI3-bao,23,33,train
petting cat,C3LILoZCqcM,171,181,train
making pizza,C3M9xClRuXI,226,236,train
tapping pen,C3OlMNLMDoM,125,135,train
pushing cart,C3PyH00zTKo,24,34,train
motorcycling,C3Q4MR7CP-c,151,161,train
cleaning shoes,C3Q_KAIhxn8,63,73,train
shoveling snow,C3QncBth0W4,2,12,train
side kick,C3SGJp2h5yM,150,160,train
massaging back,C3T-J-Eve1M,0,10,train
playing clarinet,C3TEPiiMKw0,4,14,train
giving or receiving award,C3UBW58CXlo,67,77,train
fixing hair,C3WoishPycM,309,319,train
swimming breast stroke,C3XP7IyQQ_o,246,256,train
sanding floor,C3XsWXQMg9o,6,16,train
playing ukulele,C3aVMyyBCrg,49,59,train
hoverboarding,C3anlrELhq0,2,12,train
marching,C3asGI5MHiU,17,27,train
reading book,C3ayjYkczC4,60,70,train
salsa dancing,C3bEIwbOcTI,157,167,train
squat,C3bEqMTbsME,0,10,train
sword fighting,C3bHdqmgUJA,58,68,train
dribbling basketball,C3bcI-SnLtY,3,13,train
marching,C3bfE-09PPo,0,10,train
tango dancing,C3bkB05NE2s,3,13,train
marching,C3bnUs_sUek,2,12,train
high kick,C3c-RLWoDW8,82,92,train
snorkeling,C3c44vPbhFI,1,11,train
tango dancing,C3cGukQLiPc,42,52,train
presenting weather forecast,C3cdI8Q1ja8,52,62,train
kitesurfing,C3chIX5YlJ4,54,64,train
breakdancing,C3dWzt49hkw,18,28,train
clean and jerk,C3dkdvmA8PI,2,12,train
archery,C3fCPMB72aI,1,11,train
dunking basketball,C3i6W6I9N2Q,1,11,train
playing ice hockey,C3igfmc7_Fo,221,231,train
riding unicycle,C3j4HFUUiQE,48,58,train
presenting weather forecast,C3kcz3ReDrQ,232,242,train
passing American football (in game),C3kksbI15h8,45,55,train
snowmobiling,C3kpFSB1VCs,59,69,train
pushing cart,C3mwRVzk_-4,59,69,train
training dog,C3oim3Q29MA,16,26,train
disc golfing,C3on0rZp9aE,3,13,train
robot dancing,C3p52kGC_YY,106,116,train
ice fishing,C3pN_HB6ZiM,45,55,train
climbing ladder,C3qGWIdoQGU,4,14,train
playing basketball,C3qLqcY3GSM,30,40,train
hula hooping,C3rj457tQKo,109,119,train
driving tractor,C3tXua6HnxU,722,732,train
hoverboarding,C3tqZOm0DTE,3,13,train
abseiling,C3u5uTyDI_g,15,25,train
country line dancing,C3vGmWttH74,123,133,train
parasailing,C3vMWJ7oOCo,3,13,train
slacklining,C3vQhuZW97A,3,13,train
drumming fingers,C3vtYXhR534,240,250,train
swimming breast stroke,C3w1k1OORMI,26,36,train
golf putting,C3wN0bjESHc,12,22,train
disc golfing,C3zGwa9d6As,1,11,train
pumping fist,C3zQBRVBBBs,143,153,train
dancing gangnam style,C3ztq0k84AY,113,123,train
recording music,C402fprLRDw,1320,1330,train
sneezing,C40sHBeHAQw,12,22,train
cutting pineapple,C41k4gSokEA,66,76,train
cracking neck,C42fmgVR-VY,2,12,train
dunking basketball,C43WsajcirI,2,12,train
doing laundry,C45UEQ5Oxno,75,85,train
playing cello,C46OwI5OcOc,140,150,train
jumpstyle dancing,C4723FS_Tyk,41,51,train
cleaning windows,C480dw8BMD0,12,22,train
cutting pineapple,C49MsD9fkq8,2,12,train
watering plants,C49lXXFnwJw,0,10,train
trapezing,C4Fg8ILWfk4,136,146,train
squat,C4GOXHVcPDs,63,73,train
hoverboarding,C4GzgZmLwzk,13,23,train
passing American football (not in game),C4HYk0mcW2c,0,10,train
weaving basket,C4Hx1NOM2a0,665,675,train
hoverboarding,C4Im5BI-qwI,0,10,train
eating watermelon,C4J0Esn4TZA,146,156,train
making sushi,C4JWi9X77M8,0,10,train
fixing hair,C4MsAicuvLY,14,24,train
moving furniture,C4NlXS2HQKs,23,33,train
applauding,C4ORI2yv3rw,29,39,train
changing oil,C4OUv3dYeXw,276,286,train
washing dishes,C4R_KWYCh6o,157,167,train
riding scooter,C4RcO8xk5LE,6,16,train
snorkeling,C4SAKwj-wug,48,58,train
dying hair,C4Sv9AIOzCI,506,516,train
arm wrestling,C4TNj8B_Z2o,9,19,train
long jump,C4ThDQzU94s,5,15,train
arm wrestling,C4Tm5Eb3uz4,9,19,train
smoking,C4VGEQK9TJs,184,194,train
egg hunting,C4WKykIaEik,5,15,train
robot dancing,C4XGmlRKEjk,5,15,train
training dog,C4XHCwBW4cU,74,84,train
eating cake,C4XLcerYy2w,24,34,train
tasting food,C4Ydh-LNDdM,90,100,train
egg hunting,C4YovNi-XhU,20,30,train
stretching arm,C4d3tZZDNwQ,38,48,train
vault,C4dB0kechRs,37,47,train
braiding hair,C4fTz0tXJbc,187,197,train
crawling baby,C4gW9On4qbk,2,12,train
swimming breast stroke,C4gzbT-k2DM,16,26,train
singing,C4h1w_xAcgA,182,192,train
knitting,C4hDtArsrJc,30,40,train
swimming backstroke,C4iFkax3CJQ,1,11,train
brushing teeth,C4khvJFkrvI,14,24,train
folding napkins,C4lf30hh2jU,129,139,train
kicking soccer ball,C4lvW4MlWZM,73,83,train
hoverboarding,C4mV7FtC8_Q,100,110,train
moving furniture,C4mrVsm4K6A,60,70,train
trapezing,C4n8N0HmHy4,168,178,train
playing basketball,C4oGnJm81Bs,51,61,train
arm wrestling,C4pIngmgh6M,50,60,train
ice fishing,C4paPXc3jbk,25,35,train
lunge,C4qhelpbX-E,89,99,train
egg hunting,C4qiamptAUo,87,97,train
yoga,C4r3l-qq_EY,46,56,train
carving pumpkin,C4sFMSMtg3M,0,10,train
slacklining,C4uFgMPy7rA,4,14,train
waxing eyebrows,C4vSDJTkbFw,41,51,train
kitesurfing,C4zwm4MBIKw,18,28,train
country line dancing,C50D1kFy0T8,109,119,train
air drumming,C51iYZ8Kjrc,17,27,train
tickling,C53B6BZYxrM,3,13,train
using remote controller (not gaming),C53JalHO33A,522,532,train
eating spaghetti,C543vvccwxs,13,23,train
laughing,C54jAu2YS9Y,112,122,train
baking cookies,C59Z-Kw40kM,240,250,train
building shed,C59wHNGk0tk,63,73,train
riding elephant,C5B0_46YfK4,214,224,train
tap dancing,C5B8EOICUsM,1,11,train
shaving head,C5BO_7BIWLU,107,117,train
dancing gangnam style,C5C3c_z9TFo,23,33,train
marching,C5C7gbS4SY8,6,16,train
capoeira,C5CFkgQaSQ8,83,93,train
parkour,C5CHxeT8CyE,1,11,train
playing trumpet,C5DAv9MHKIg,54,64,train
passing American football (in game),C5DlYD-0aug,3,13,train
cheerleading,C5EcPOicDG4,110,120,train
using computer,C5GKPRL342E,264,274,train
washing hands,C5I0t980OGk,45,55,train
extinguishing fire,C5JCc-xyo1A,17,27,train
baking cookies,C5KcdwGSvbw,102,112,train
playing keyboard,C5NFtlPgtxQ,237,247,train
dribbling basketball,C5OScz_p6fE,13,23,train
triple jump,C5OWGdVwFxs,4,14,train
gymnastics tumbling,C5PKPzyL69I,68,78,train
contact juggling,C5RKyJd9LLo,138,148,train
tango dancing,C5RkqFY26qs,59,69,train
throwing discus,C5RxqtVsZ30,2,12,train
celebrating,C5SOAiaGYY0,6,16,train
singing,C5TEQJSPwvQ,245,255,train
bartending,C5TM5V0Bnaw,183,193,train
sniffing,C5TnYLyzoc4,27,37,train
washing hands,C5WtSXjnPvk,48,58,train
stretching leg,C5XuleNX0ag,165,175,train
playing trombone,C5YERDfrRjo,31,41,train
trimming or shaving beard,C5ZM5SX8wh4,8,18,train
snowboarding,C5ZO4AqQDWs,89,99,train
grooming dog,C5aphzfaooE,7,17,train
wrapping present,C5cAVaQMX1o,42,52,train
folding napkins,C5dX7BctP3c,23,33,train
spray painting,C5fxAwNk5Hs,40,50,train
laughing,C5gnC2zUWJg,138,148,train
vault,C5kqKS7tpqo,2,12,train
playing piano,C5lqUa861lo,23,33,train
folding napkins,C5n93GTClaQ,4,14,train
pushing cart,C5p1afTlskc,48,58,train
riding elephant,C5pab72ONZs,10,20,train
chopping wood,C5rjqDTBUWI,11,21,train
drinking beer,C5sEqD4xJRQ,2,12,train
dancing macarena,C5sT3qWWWvw,29,39,train
waxing eyebrows,C5sozWCC20E,0,10,train
tickling,C5uxLZe8CJA,0,10,train
skiing (not slalom or crosscountry),C5vDTj6C2ZY,151,161,train
hammer throw,C5xgbCKYAKM,16,26,train
drop kicking,C5yxLMr6rKg,4,14,train
tai chi,C60A4txFC7k,791,801,train
scuba diving,C60Ip9TSxyE,88,98,train
bungee jumping,C60SDPE5rP4,2,12,train
pull ups,C60Wr-MAiV8,4,14,train
playing badminton,C61-ha1fnUI,25,35,train
playing recorder,C64bQPt9zxs,37,47,train
singing,C66KiaMQFDc,232,242,train
throwing discus,C68YfF0Ak1Y,3,13,train
bending back,C68Z0z6G3JM,1,11,train
snorkeling,C68qjx-F7BY,169,179,train
ski jumping,C69UUdd224g,1,11,train
high jump,C69g_xqhGvI,24,34,train
making tea,C6AYgbVYzoE,0,10,train
playing cello,C6An9QjIWss,41,51,train
sharpening pencil,C6Azx9RJB0M,109,119,train
counting money,C6DCXYGjw0Y,7,17,train
playing didgeridoo,C6Dau3LyBIM,54,64,train
playing volleyball,C6ES61bjEmU,95,105,train
eating chips,C6Ei8HR2hjI,0,10,train
hammer throw,C6F7K0bNYMI,4,14,train
headbutting,C6G8bs6ro1g,9,19,train
dying hair,C6GJauOmD3c,4,14,train
hitting baseball,C6ImsbcKXEI,869,879,train
dunking basketball,C6IpTN6GsJc,71,81,train
shearing sheep,C6Kk6QEK59g,62,72,train
playing cello,C6Mqo3n-NmY,8,18,train
pushing cart,C6P1pUCzCow,2,12,train
washing hands,C6SPwbLCtc0,178,188,train
pushing car,C6VIsO5cH7c,43,53,train
getting a tattoo,C6XvXjigvvc,46,56,train
waxing chest,C6Y6H08qBE8,112,122,train
clean and jerk,C6ae9w0RGB4,0,10,train
belly dancing,C6cAg49tDvk,74,84,train
playing accordion,C6ddCsijS5Q,32,42,train
shaking head,C6e4KFPKvCI,55,65,train
air drumming,C6e6OlJz5jc,1,11,train
tossing coin,C6eWqe3pNB4,6,16,train
pull ups,C6epDQ5D5sA,80,90,train
unboxing,C6esXBRH8jA,0,10,train
playing clarinet,C6f-nCuK2jY,771,781,train
washing feet,C6fhXEe4Twg,71,81,train
tasting food,C6gci1gyt8k,74,84,train
passing American football (not in game),C6ixtNfsJLg,1,11,train
skateboarding,C6jBBRQQdEg,737,747,train
pushing car,C6kEyop6eMk,18,28,train
ice climbing,C6lFE_LRQi0,11,21,train
riding scooter,C6libcCs5ZA,11,21,train
zumba,C6mE4UrCrQg,220,230,train
milking cow,C6miLJzegbY,11,21,train
dancing macarena,C6mlCH4Mdr8,1,11,train
balloon blowing,C6mtuCia5K8,28,38,train
dancing gangnam style,C6n1ilpEAw8,83,93,train
cleaning windows,C6oBXQ1Knv4,37,47,train
using remote controller (not gaming),C6qlldH0iRk,45,55,train
presenting weather forecast,C6quHyZVNWc,114,124,train
javelin throw,C6qwqJF691c,118,128,train
peeling potatoes,C6r7edRmXl0,26,36,train
dining,C6rER7BLbSA,168,178,train
side kick,C6tWYYUt_zY,0,10,train
busking,C6u0cslhlnk,19,29,train
ice skating,C6u2raYlhZs,12,22,train
bungee jumping,C6uat3BjEvM,238,248,train
playing badminton,C6vyw6QzR9s,17,27,train
tap dancing,C6wXO3_J_H0,110,120,train
playing keyboard,C6xRXfh68Qw,6,16,train
salsa dancing,C6xt8OvGoTM,410,420,train
reading book,C6z7seZfSe4,107,117,train
digging,C6zFh6DRdmU,12,22,train
washing feet,C7-3K1S61Vg,117,127,train
pushing car,C7-bAwgE_z8,9,19,train
riding mechanical bull,C70u2NmPlLQ,40,50,train
spraying,C73hlPop7zE,116,126,train
tobogganing,C77qWy9qoAw,22,32,train
getting a tattoo,C77zLMmQnjw,0,10,train
writing,C79OAzezsWQ,37,47,train
riding elephant,C7DcHA0DuaY,2,12,train
petting cat,C7DhsMjadT4,300,310,train
watering plants,C7E6R_z2Hqo,167,177,train
tai chi,C7EXcQbbFdQ,5,15,train
playing tennis,C7EkmgQMpAo,3,13,train
drinking,C7FDhnH31us,140,150,train
playing drums,C7H5HzzfIWI,311,321,train
catching or throwing frisbee,C7H6C8LawLA,19,29,train
hammer throw,C7KCfonL7m8,4,14,train
dodgeball,C7KI8ooJ2K8,92,102,train
tap dancing,C7KplTgCb6Y,0,10,train
writing,C7KyFnNNNy0,11,21,train
drinking shots,C7Lm62AgAcA,24,34,train
playing cymbals,C7Ln6svbT34,124,134,train
feeding birds,C7MK8SPqSjc,34,44,train
shoveling snow,C7P1TnPHN2w,4,14,train
tobogganing,C7PnXmBzPDI,1,11,train
cleaning toilet,C7PqKVsmIZg,55,65,train
rock climbing,C7Pqog34azw,9,19,train
pushing car,C7RSLBrpIXA,0,10,train
punching person (boxing),C7SK_N7NBIg,230,240,train
golf chipping,C7Sd2ZrxrKM,218,228,train
presenting weather forecast,C7TSgAWrrNU,123,133,train
country line dancing,C7TYkX8Kg0o,104,114,train
ice skating,C7U-tH1tesc,1,11,train
auctioning,C7Umu60Fur0,109,119,train
bobsledding,C7UnXwv3Bco,107,117,train
tobogganing,C7Uvz7Vkeas,4,14,train
snowkiting,C7VYPEZTnNQ,44,54,train
jumping into pool,C7ZIoBKCciA,1,11,train
playing violin,C7aAv2-V0J8,77,87,train
folding napkins,C7aerOtqrb4,31,41,train
playing ice hockey,C7dAD7TKq0k,314,324,train
driving car,C7eQPfyB7SI,118,128,train
swimming backstroke,C7fwOoTs7nY,660,670,train
laughing,C7hnBlYPAcE,52,62,train
playing tennis,C7jqVshomj4,0,10,train
shredding paper,C7mRZ9xCyF8,19,29,train
celebrating,C7nuBVMe08Y,34,44,train
laughing,C7qA2ROsjJQ,60,70,train
shining shoes,C7tmQk7Wpmw,442,452,train
making bed,C7vU3D7yzwY,3,13,train
driving tractor,C7vn9Ho_T10,13,23,train
eating doughnuts,C7yLMrPF3_s,80,90,train
playing volleyball,C8-HU0mCA5c,19,29,train
driving car,C8-kHuvCNtY,89,99,train
tap dancing,C81SpzlzOfQ,29,39,train
playing bagpipes,C8FcxKrrbg0,0,10,train
skipping rope,C8G0RyqoGVQ,30,40,train
riding elephant,C8H1pO0tggI,31,41,train
singing,C8HiTOy-6gA,487,497,train
golf chipping,C8I249cpd3E,25,35,train
riding or walking with horse,C8JD6N1v_gk,61,71,train
plastering,C8JqkW_qtFI,508,518,train
playing didgeridoo,C8KTalKfAgw,10,20,train
playing clarinet,C8LAm6axeL8,88,98,train
air drumming,C8LG6sa7JkM,39,49,train
using computer,C8LZadMlTBk,159,169,train
somersaulting,C8MRfyz4ML4,270,280,train
filling eyebrows,C8OAeLhBNy8,88,98,train
blowing glass,C8UHpy1Kj1k,152,162,train
air drumming,C8UhlK55brM,3,13,train
drinking beer,C8Vwgdv_V0k,37,47,train
triple jump,C8W2GdrlCIs,6,16,train
playing cello,C8WKvd_nViI,22,32,train
planting trees,C8WRKEUfDd4,5,15,train
dining,C8Z-iUhn1OU,429,439,train
snowkiting,C8_iuV94gog,3097,3107,train
drinking beer,C8a70_ow3sI,7,17,train
playing ukulele,C8aOYEwsTN0,3,13,train
skiing (not slalom or crosscountry),C8ayz8Sv2XQ,258,268,train
blowing out candles,C8b3jnpclx0,11,21,train
petting cat,C8d6gYhlXPQ,36,46,train
dining,C8e0zNAD8s4,15,25,train
driving car,C8fkoAkzCF0,5,15,train
balloon blowing,C8fqWFSV7gc,0,10,train
tango dancing,C8fymVu8Go4,350,360,train
playing paintball,C8g2JPHBStE,173,183,train
tango dancing,C8gNVY2gQrw,1,11,train
playing controller,C8gay8YmES4,330,340,train
vault,C8gyalz7fRQ,7,17,train
massaging person's head,C8iViTPz8Kw,44,54,train
sharpening pencil,C8lTLuRDkHU,12,22,train
dancing ballet,C8l_ySbHDy0,103,113,train
marching,C8lzFJUW_vA,595,605,train
dodgeball,C8mKEDcy8ZY,111,121,train
riding scooter,C8miHIrPxPU,109,119,train
snatch weight lifting,C8ml5wXxAGA,16,26,train
trimming trees,C8oA8hVux7c,3,13,train
shot put,C8oN_qx8ds4,8,18,train
cooking chicken,C8ogK9Bg8R4,118,128,train
clean and jerk,C8prkIh87bk,0,10,train
tap dancing,C8s7aP8qJeA,91,101,train
tapping guitar,C8sTOERh9jo,50,60,train
eating carrots,C8sf4LzO1qo,52,62,train
washing feet,C8tJC9mrT5E,85,95,train
making snowman,C8teWAfWgIA,212,222,train
exercising arm,C8warOmBnuc,1,11,train
mopping floor,C8xjbUqkkzs,7,17,train
blasting sand,C8xrxo-Ihpk,66,76,train
dining,C8y2StTdIrE,155,165,train
rock climbing,C8z0O0QsvPU,38,48,train
busking,C8zO_NCJpFs,2,12,train
playing keyboard,C8zVLcC67RY,14,24,train
crossing river,C8zqnDeXNXo,9,19,train
clean and jerk,C90D7-GjVlo,3,13,train
reading book,C90F6d4KhjY,103,113,train
pushing cart,C92RgHGXCiQ,88,98,train
petting animal (not cat),C93i1KhNw7Y,112,122,train
scuba diving,C94LWE6yqF0,30,40,train
playing organ,C98BT8SIckU,12,22,train
ironing,C9Bs-hRmWjs,41,51,train
roller skating,C9Daeym5ZGg,153,163,train
riding mechanical bull,C9IFUBHN6sE,57,67,train
belly dancing,C9IPnKpMDys,0,10,train
