label,youtube_id,time_start,time_end,split
watering plants,NzHcoBDZHro,13,23,validate
eating spaghetti,NzQEzzbhi0w,29,39,validate
riding mechanical bull,NzSV96eX328,28,38,validate
peeling potatoes,O-5eASAgyqE,39,49,validate
weaving basket,O-OwApX8wOE,560,570,validate
kicking soccer ball,O-UtWQ4xa4Y,12,22,validate
capoeira,O-X9JR6Sirs,22,32,validate
watering plants,O-Xr5MiB_8o,19,29,validate
roller skating,O-iNa02IySA,846,856,validate
pull ups,O-q0UK1CV-M,1,11,validate
pushing wheelchair,O01hBD9fexY,101,111,validate
climbing a rope,O02pJn1BaBk,6,16,validate
passing American football (not in game),O05KSuKcvgQ,91,101,validate
playing trumpet,O07fEiov-vQ,59,69,validate
sled dog racing,O0JQKDXAJf8,0,10,validate
swinging legs,O0a_OPp9T7o,29,39,validate
snatch weight lifting,O0bK4A_7jyY,11,21,validate
laughing,O0ymrFvrgYY,130,140,validate
abseiling,O179fpfn1G4,40,50,validate
push up,O22ejFcKfo8,0,10,validate
opening bottle,O2BP1nQOJ54,10,20,validate
hitting baseball,O2GSaYqH8JY,47,57,validate
grooming horse,O2N8inmAz8c,9,19,validate
robot dancing,O2QjdVG53O4,68,78,validate
stretching arm,O2cwaFgYSIM,182,192,validate
shaving legs,O36o6vS5dZI,442,452,validate
contact juggling,O3k3MeijDc0,1,11,validate
marching,O45M1OCvLLU,254,264,validate
jogging,O482CvSZUzs,40,50,validate
waxing legs,O4Jg8RCIZsU,41,51,validate
crying,O4jKum4nNQY,0,10,validate
parasailing,O4wLEdg0Blk,0,10,validate
testifying,O4ystlpCCxM,10,20,validate
changing wheel,O5LZv3B4ZPM,80,90,validate
bobsledding,O5VBggXx06o,8,18,validate
eating doughnuts,O5WVHsMjxpg,58,68,validate
getting a tattoo,O5XJz9cBvnY,138,148,validate
country line dancing,O5_1VtD_ofk,3,13,validate
playing drums,O5gTW9q49E0,53,63,validate
feeding birds,O5jFgz3XWxs,0,10,validate
jogging,O5sUMySXAkk,62,72,validate
playing bagpipes,O62LVI0XNHo,15,25,validate
snatch weight lifting,O6ZMXyR41WU,0,10,validate
riding mule,O6eatrXd7A8,13,23,validate
bobsledding,O6om-Xv4-3M,1,11,validate
tap dancing,O7nB4PQpYTc,84,94,validate
massaging feet,O8-i1HILdaE,5,15,validate
eating spaghetti,O8dxHHZN4Zg,28,38,validate
tickling,O8f8ePRbpe4,80,90,validate
hopscotch,O8sRoYXQ0PA,12,22,validate
tossing salad,O92RRR6ykWI,195,205,validate
riding mountain bike,O95dOpT9T-c,39,49,validate
playing chess,O9FAr9LIX2A,822,832,validate
trimming trees,O9G7HAX5R_M,227,237,validate
archery,O9cTHUPbLE8,90,100,validate
playing didgeridoo,OA4hOKVk_wU,16,26,validate
climbing ladder,OAHWyWJmvJI,30,40,validate
carving pumpkin,OAefZlV8mT4,109,119,validate
playing cards,OB6U1TgQi48,204,214,validate
pull ups,OBC8nbM4wcs,5,15,validate
tying tie,OBLCipmRnUI,143,153,validate
washing dishes,OBUflxGuAKA,45,55,validate
jumping into pool,OBUkpeLJcEg,0,10,validate
folding paper,OBXFmDrHPg0,44,54,validate
shot put,OCJCwHZU31A,9,19,validate
climbing tree,OCLMRUbRb6Q,109,119,validate
flying kite,OCLqE2wR1WY,54,64,validate
scuba diving,OCOBFpwwIto,275,285,validate
kissing,OCQSpPkCAWw,5,15,validate
digging,OCUnqcZacwE,96,106,validate
folding paper,OCiLu38MSLQ,40,50,validate
barbequing,OCnU5etEne4,43,53,validate
cooking chicken,OD4dFmrSn1s,189,199,validate
pumping fist,ODMqQtHhBMc,0,10,validate
pull ups,ODOHBqO3zzw,28,38,validate
making tea,ODaTePwahGM,3,13,validate
bookbinding,ODc8Ol8SOsQ,203,213,validate
swing dancing,ODgOfjtiDos,127,137,validate
zumba,ODsFDvcEXh0,2,12,validate
cleaning pool,OE0KO1BB_FY,133,143,validate
skiing (not slalom or crosscountry),OEAy-r8wrAU,274,284,validate
applying cream,OEGarMnMljQ,7,17,validate
folding paper,OENvHXFW0kU,9,19,validate
playing saxophone,OF5cp2dLzfs,22,32,validate
driving tractor,OFN2Wy-oueA,24,34,validate
diving cliff,OFNwDUlnG7Q,20,30,validate
flying kite,OFdRoInpol8,1,11,validate
bartending,OG1IRQyhgs8,457,467,validate
diving cliff,OG6bNeYSyLM,3,13,validate
busking,OGWbQLrKB8k,49,59,validate
hopscotch,OGncmqZuNlg,93,103,validate
making sushi,OH0FJZSwIeg,103,113,validate
breading or breadcrumbing,OH4Yfkr43tM,99,109,validate
water sliding,OHCafAMJIDQ,2,12,validate
washing dishes,OHI52CZsOcI,43,53,validate
washing hair,OI5zZnqZPTY,136,146,validate
scuba diving,OIZDsgJQLB4,19,29,validate
exercising arm,OIpFFTb-H5M,47,57,validate
throwing ball,OIskPfsj2oo,1,11,validate
making a cake,OJ1UdaH1XFk,0,10,validate
riding camel,OJE1RIbDPzE,30,40,validate
tying tie,OJNbWKDdIQg,0,10,validate
sanding floor,OJdPVxjlxWw,5,15,validate
egg hunting,OJnx9XjTfho,16,26,validate
high jump,OK2iI2F7KIY,3,13,validate
cleaning floor,OKBdBNFDNYU,26,36,validate
egg hunting,OKMFSH3Ek_o,0,10,validate
water sliding,OKeZxyqTgXE,0,10,validate
springboard diving,OKf0neHVPzk,27,37,validate
training dog,OKfVIAq7IwQ,10,20,validate
blowing out candles,OLConMpW3Jk,19,29,validate
bench pressing,OLNY6QxRB4U,12,22,validate
bookbinding,OLXVpW94a8Y,104,114,validate
playing cricket,OM4M7cm7E2U,127,137,validate
krumping,OM4w5Q9_wJY,26,36,validate
making a cake,OMCzooJlJos,22,32,validate
abseiling,OMK0OJ4f_TI,0,10,validate
canoeing or kayaking,OMRKSAfDAeI,12,22,validate
skydiving,OMSxzgoNZOA,508,518,validate
playing ukulele,OMpO8f22_vw,42,52,validate
egg hunting,ONCzAeygNhk,81,91,validate
throwing axe,ONFppy-AC0M,82,92,validate
playing flute,ONMU_XV1_cY,31,41,validate
drop kicking,ONMjPkk2x0Y,0,10,validate
tasting beer,ONVH0zovVFI,75,85,validate
playing chess,OO5HbO9f1T4,42,52,validate
riding elephant,OOB3Pz9q9kk,23,33,validate
sweeping floor,OOBqnorcY8M,103,113,validate
pushing wheelchair,OOwJk-U1dPI,8,18,validate
side kick,OPjonSK9blk,18,28,validate
folding napkins,OPjuL0K5S8U,3,13,validate
pushing cart,OQCeS0sLkbo,1,11,validate
juggling fire,OQMxykD06iM,101,111,validate
shoveling snow,OQOQH_Qgitg,9,19,validate
playing paintball,ORORz9WXJww,4,14,validate
watering plants,ORdwSPZt928,15,25,validate
playing recorder,ORfIwvQxzgQ,3,13,validate
news anchoring,OS6Ia-MAAwA,1666,1676,validate
playing ukulele,OSa6Buka9Uo,114,124,validate
dribbling basketball,OTAvYb4Fclw,5,15,validate
high kick,OTKvwdyTuKg,6,16,validate
stretching leg,OTSVWUwdDTs,12,22,validate
riding unicycle,OTakh0DIwlI,25,35,validate
shooting basketball,OTbNyKzKBM4,24,34,validate
jumping into pool,OTksE2JJK0w,2,12,validate
swing dancing,OU5dJpNHATk,148,158,validate
salsa dancing,OVMLiXLPors,194,204,validate
setting table,OVQXgRQVSqk,12,22,validate
playing xylophone,OVcBoj2b-2M,50,60,validate
juggling fire,OVp99MCmFCM,7,17,validate
drumming fingers,OWQ9Fzt70QE,98,108,validate
climbing ladder,OWc-OYss5A0,23,33,validate
ironing,OX0sYGIsD8A,509,519,validate
tango dancing,OXLpWH9yYIQ,0,10,validate
cutting nails,OXS6hlNV2eg,0,10,validate
tying knot (not on a tie),OXWthvBAKAc,37,47,validate
playing tennis,OY0ZXpdz8kg,46,56,validate
playing bass guitar,OY7C31CvuSQ,229,239,validate
counting money,OYAX6sDtvSY,15,25,validate
bookbinding,OYty6yvsaE4,40,50,validate
headbutting,OZAkcJDoBOU,10,20,validate
dancing gangnam style,OZU2TSDnAXk,54,64,validate
making sushi,OZepG6XiLPU,30,40,validate
getting a tattoo,OZpi6kPHWag,10,20,validate
tossing salad,O_NDy7zQlCE,8,18,validate
ripping paper,O_S16CnG344,10,20,validate
ice skating,O_SaJdGEgfU,9,19,validate
lunge,O_gcOGU7Ix0,61,71,validate
strumming guitar,Oao7GBawyY4,330,340,validate
opening bottle,OayCUxccS0w,2,12,validate
playing cello,ObMJEvErst4,4,14,validate
playing cards,ObNn_SDCdN4,183,193,validate
front raises,ObO_Gnw1nOQ,5,15,validate
disc golfing,ObYmv1FIGVU,1263,1273,validate
unboxing,Obc2Urx2Nyw,111,121,validate
playing bagpipes,ObcpdscmqYA,80,90,validate
water sliding,ObuH2kHoWRw,37,47,validate
swimming breast stroke,OcR0P6TRSe0,46,56,validate
playing squash or racquetball,OcyIg7dMvxU,215,225,validate
hoverboarding,Od9R7LvvKXA,196,206,validate
training dog,OdxeMjgf2lc,423,433,validate
bandaging,OeOeX1mmp00,88,98,validate
hula hooping,OeZ-lhW90bs,57,67,validate
waxing legs,OeZAjVFgR20,84,94,validate
punching bag,Oef3VceFO9s,11,21,validate
playing basketball,Of6LQZ7jGaM,8,18,validate
shoveling snow,OfKSSn_FyIo,27,37,validate
getting a haircut,Ofqn15fee-Y,15,25,validate
shot put,OgOHf23AKNQ,19,29,validate
counting money,OgY0TUO3X3Q,38,48,validate
riding mechanical bull,OgY8l0ZKwr0,17,27,validate
golf driving,OggmW9RQijk,4,14,validate
punching person (boxing),Ogjo5L4kbtc,45,55,validate
cutting pineapple,Oh40dmRWzGg,16,26,validate
petting cat,OhVU5mTdEAU,237,247,validate
marching,OhkZm6d9DL4,552,562,validate
eating watermelon,OhqChJ0fvh4,1,11,validate
tai chi,Oi0yPnqugRA,2,12,validate
pushing cart,OiMbDsva_Ss,62,72,validate
cleaning windows,OiN3AgBVB80,3,13,validate
bobsledding,Oj1AyUagCKU,10,20,validate
catching or throwing softball,Oj1VCJn2Hpc,5,15,validate
diving cliff,Oj39vsTdsy4,4,14,validate
pumping fist,OjowI-z7-oo,6,16,validate
presenting weather forecast,OkG0_Rhm1ss,101,111,validate
stretching arm,OkQ06McFMes,3,13,validate
cleaning windows,OkjgIFol_qQ,61,71,validate
brushing teeth,OkkhsSA7SS0,47,57,validate
scrambling eggs,OlBr8yRg_hM,420,430,validate
shot put,OlEA0RbRI68,1,11,validate
dining,OlF1BLKsC3E,59,69,validate
high jump,Om4GahZVzZc,339,349,validate
playing basketball,OmAPoNKjF-A,59,69,validate
skipping rope,OmoC3X888rg,1,11,validate
doing aerobics,OmxOBppBWbA,139,149,validate
waxing back,On4AlKDB6Aw,42,52,validate
frying vegetables,OnIqmqa9mqc,1907,1917,validate
chopping wood,OnU1Hr__jlY,2,12,validate
making snowman,OnbATaERfLM,31,41,validate
sticking tongue out,OnecTnu5bE8,12,22,validate
playing paintball,OnfA99Xe63k,181,191,validate
knitting,OnfgY84e8DE,111,121,validate
bungee jumping,OnnV21Q8BPg,6,16,validate
rock climbing,Oo1EuRz_9Ws,3,13,validate
laying bricks,OoIAzZz9VKc,153,163,validate
juggling fire,OoJW-_OeFtw,35,45,validate
riding scooter,OoXAmji1j2o,63,73,validate
laying bricks,OopGmHDZI2M,90,100,validate
cleaning floor,Op1gKSlLQUg,7,17,validate
playing trombone,OpCa2I67eh4,108,118,validate
high kick,OpykVaB7chc,14,24,validate
carving pumpkin,OpzftHaatzI,246,256,validate
kicking soccer ball,Oq1qv_YiOyM,2,12,validate
playing ukulele,Oq71w5JNMPs,76,86,validate
brushing teeth,Oqj1JUUGiA4,23,33,validate
cartwheeling,Or4_mw50Cv8,4,14,validate
washing hair,OrJ-qtdCN4E,99,109,validate
writing,OrWjyz2bFJQ,64,74,validate
playing badminton,OrwjB8QcL-A,4,14,validate
playing tennis,Os-vJnfpeeQ,245,255,validate
testifying,Oss2WgiuIco,90,100,validate
riding unicycle,Ot0Zbxn3qv8,11,21,validate
playing guitar,Ot3j0CHnWtU,9,19,validate
dodgeball,Ot8QUFw521s,72,82,validate
surfing crowd,OtE2kN8jTqY,104,114,validate
cleaning gutters,OtT4-Px6KFc,24,34,validate
gargling,OtZXH06q0Io,39,49,validate
making a sandwich,OtbCWDnTOuM,43,53,validate
squat,OthVTt3jiqw,6,16,validate
eating carrots,Ou1w86qEr58,32,42,validate
dancing charleston,Ou_9ziEvjYQ,80,90,validate
mopping floor,Ov-3VMFAzWM,9,19,validate
making snowman,OvpzRbo40IM,47,57,validate
digging,OwBcNpTKRxs,73,83,validate
vault,Ox8eYimkJ10,1,11,validate
scrambling eggs,OxGEIosINL8,37,47,validate
playing flute,OxmRIHS8rRM,32,42,validate
cutting pineapple,Oy25P54apWg,24,34,validate
sailing,Oy3iXIcyZOQ,58,68,validate
picking fruit,OyJowDNtM2Y,19,29,validate
riding a bike,OyO-B-omyS0,38,48,validate
snowkiting,Oyx3tZgabIA,69,79,validate
side kick,Oz-kxFxvZKY,0,10,validate
taking a shower,OzHDhu72FP8,5,15,validate
water skiing,OzLBFd5xw-w,95,105,validate
pushing cart,OzMhKch4Npo,28,38,validate
driving tractor,OzQX_oweIYY,1,11,validate
trapezing,P-kI9SEZkOk,4,14,validate
kissing,P-qXvki_-ks,80,90,validate
shuffling cards,P0hQUySz4WU,54,64,validate
crawling baby,P14z0ZcKpFA,3,13,validate
cracking neck,P1Cu2nesEKk,1,11,validate
cleaning toilet,P1gj2foPPRM,15,25,validate
tying knot (not on a tie),P1mLvaOUj_0,28,38,validate
holding snake,P1x6BpawGiU,1,11,validate
dribbling basketball,P23Dp774MZg,12,22,validate
playing violin,P24qs_4ZX0c,0,10,validate
feeding birds,P2y3nBtJX38,133,143,validate
skydiving,P32-rojBiLY,70,80,validate
sled dog racing,P3IQwWZaXfw,39,49,validate
bobsledding,P3SUEh2bUc4,57,67,validate
massaging back,P3_a-6f-EmI,66,76,validate
pushing wheelchair,P3sDlK4h6P4,69,79,validate
dancing gangnam style,P4T1AxjMHrI,31,41,validate
playing saxophone,P4w8Ef14Mis,17,27,validate
swinging legs,P5Exd2BP1ZE,36,46,validate
robot dancing,P5h_9JcG5iA,53,63,validate
canoeing or kayaking,P5mVA36sLAw,69,79,validate
driving tractor,P5pfLz7q2uA,69,79,validate
waxing back,P5qR6CoGbk8,35,45,validate
playing monopoly,P6-KTmtmyYc,20,30,validate
shaking head,P6RFkWclHfY,8,18,validate
blowing leaves,P6wBC1-WkBA,108,118,validate
singing,P73byNa05ew,2,12,validate
marching,P73d8tZNSUM,79,89,validate
strumming guitar,P7E2qleefUc,252,262,validate
tying bow tie,P7SoRnoJYVs,14,24,validate
playing tennis,P7dXc72kXqw,1,11,validate
dunking basketball,P7eDtG0UJn8,112,122,validate
snowboarding,P7vijh8wss0,122,132,validate
playing ice hockey,P80cmUoGfZ0,125,135,validate
playing squash or racquetball,P871lYp9Vcg,138,148,validate
somersaulting,P8VMtVfwLJY,3,13,validate
playing cymbals,P8Z3E5-GbDM,34,44,validate
massaging person's head,P96KkmhJhLw,216,226,validate
slapping,P9i0ln4JrtM,13,23,validate
brushing hair,P9iTjVixn-E,431,441,validate
singing,P9ihgBhrcFc,177,187,validate
singing,P9jaEJ7V0hA,27,37,validate
dribbling basketball,P9lotgUhYQc,22,32,validate
cooking chicken,P9tZOpl8P9U,25,35,validate
playing paintball,P9tym1uVylE,116,126,validate
windsurfing,PASA8FLpfqs,186,196,validate
curling hair,PAsA7sxYwB0,136,146,validate
riding unicycle,PBQt5XDx4Vo,22,32,validate
cooking chicken,PBViVWD9KKk,26,36,validate
playing ice hockey,PBf__Wa6vO8,200,210,validate
sled dog racing,PBnuCr-PW3c,27,37,validate
massaging legs,PBxD9dpZe8g,34,44,validate
sword fighting,PCKD6J3760M,26,36,validate
breading or breadcrumbing,PCU7vusI5_w,136,146,validate
bending back,PCZp6p8PCBA,4,14,validate
shoveling snow,PChmsFzTlus,0,10,validate
surfing water,PCiILQfGnu8,36,46,validate
skydiving,PCmschRcWLQ,49,59,validate
tossing coin,PCnyy2EB0_Y,27,37,validate
dunking basketball,PCuodUnswAc,10,20,validate
feeding fish,PCv2sVi_3ew,16,26,validate
squat,PD0U0AEqTbE,20,30,validate
grooming dog,PD1R7q0apxo,34,44,validate
pushing wheelchair,PDGD9MCZKSY,6,16,validate
shot put,PDO3WzvCHLM,13,23,validate
juggling soccer ball,PDR8Jyl41Us,274,284,validate
dancing ballet,PDRSEcoA9XU,32,42,validate
climbing ladder,PDRjrn_jFME,15,25,validate
trimming trees,PDTacXB_3nw,89,99,validate
gargling,PE3uTqEdYdI,192,202,validate
riding mechanical bull,PESh7yn6Tt8,22,32,validate
playing flute,PEWUmwI64D0,57,67,validate
feeding fish,PEj8_PhkALw,2,12,validate
dribbling basketball,PFCYthrh-Ls,1,11,validate
waxing eyebrows,PFHNjNgCjWI,96,106,validate
dying hair,PFcHbxmH_Uw,225,235,validate
mopping floor,PFgO7mZ0AbY,6,16,validate
tapping pen,PFuoFghuQ2E,244,254,validate
stretching leg,PG8WH5aEw2I,1,11,validate
eating burger,PGHm9F0UnXY,497,507,validate
tap dancing,PGPn8WhG3pM,20,30,validate
recording music,PGYHYkEhft4,44,54,validate
snorkeling,PGYyept_GU0,0,10,validate
skydiving,PGdEweSbvJ8,5,15,validate
bookbinding,PGqmtuMAhGk,477,487,validate
playing monopoly,PH9hmdehdrc,4,14,validate
playing guitar,PHINYJrKnw8,405,415,validate
answering questions,PHQkMPu-KNo,22,32,validate
playing cricket,PHVEVN15wck,107,117,validate
riding or walking with horse,PHZ8kly-D3A,208,218,validate
presenting weather forecast,PHh6eI5oN14,9,19,validate
jetskiing,PI2Mlpb7-F0,111,121,validate
assembling computer,PI3Hy8LsWIo,12,22,validate
hopscotch,PINMDi-Cu-Y,4,14,validate
riding camel,PJYTfUJc0p8,15,25,validate
sharpening pencil,PJcXk9F8sIQ,9,19,validate
laughing,PJfxjnh_ldo,70,80,validate
jetskiing,PJmda47964Q,8,18,validate
krumping,PJoGicT-iTE,42,52,validate
blowing leaves,PKNBIy7FyP8,36,46,validate
golf driving,PKf3bBkLR04,55,65,validate
texting,PKtcZ4hr3rI,245,255,validate
riding camel,PKxWuZ4a9f4,41,51,validate
capoeira,PL22nf_UK6A,90,100,validate
shuffling cards,PL5dtyM1KDY,78,88,validate
crossing river,PLGIfVu_PQs,93,103,validate
drawing,PLKdWR3_swg,307,317,validate
capoeira,PLLIbYuVLsU,30,40,validate
pumping fist,PLPT8wU7jTA,0,10,validate
wrestling,PLTEMu8XQIs,3,13,validate
springboard diving,PLXjMPoLeKc,1,11,validate
playing organ,PLdphyCuyTw,34,44,validate
slacklining,PLsmDAzO32M,19,29,validate
setting table,PLt8RlQYmyY,2,12,validate
waxing eyebrows,PLzR9BxeAoo,11,21,validate
tossing coin,PMX5td5osN4,17,27,validate
shuffling cards,PMiIDfpWiGM,44,54,validate
wrestling,PN7G-TMzUlc,10,20,validate
extinguishing fire,PNLBfIg7nWM,49,59,validate
eating spaghetti,PNa2_ye6KQo,23,33,validate
bowling,PO7vXwGJ-os,663,673,validate
swinging legs,POWKiXaELK8,4,14,validate
disc golfing,POa6ywcX50A,66,76,validate
playing drums,POapPfA6zds,51,61,validate
pushing wheelchair,POfq1ydpWdE,2,12,validate
eating cake,POl8r_gVsN0,1,11,validate
flying kite,POqqwxdK2f8,1,11,validate
beatboxing,POrg0Yfa3TE,23,33,validate
jumpstyle dancing,POsrXp01pr4,45,55,validate
playing guitar,POuKTCa6BgA,80,90,validate
riding mountain bike,PP3Yojgx5z0,77,87,validate
clay pottery making,PP7MtP6BMkY,193,203,validate
weaving basket,PPQZqXrxm8E,538,548,validate
vault,PPRlQ1m3LlA,8,18,validate
folding napkins,PPX8o-CsYos,119,129,validate
tasting beer,PPluMtZzohM,192,202,validate
swing dancing,PPvE2xAmD98,63,73,validate
stretching leg,PPzaLSkM2Wo,11,21,validate
exercising with an exercise ball,PQ8H3m7jYzc,8,18,validate
climbing ladder,PQ94yoXfTxk,17,27,validate
balloon blowing,PQGntTRHjUM,169,179,validate
dining,PQYnj2BR17I,55,65,validate
stretching leg,PQmn9f6kjdw,2,12,validate
playing ukulele,PQuLB1czYRI,10,20,validate
unboxing,PRIP0HApW9M,61,71,validate
cooking sausages,PRd9wwHs4k0,103,113,validate
blowing leaves,PRyz9prCYXA,61,71,validate
tasting food,PS47R8NYKNg,19,29,validate
cleaning windows,PSKvwLB3-WI,263,273,validate
playing cello,PSldRyhH7Q4,898,908,validate
scuba diving,PTShUWD1lD4,379,389,validate
pull ups,PTT6LnLSAnY,11,21,validate
shaving legs,PThrG53TNPE,109,119,validate
milking cow,PULg0jApAys,12,22,validate
drumming fingers,PUOQlOkZVWg,3,13,validate
blowing nose,PUfNpPU77BA,7,17,validate
eating burger,PUhZ3nH7vE8,5,15,validate
walking the dog,PUsfPD6SNE0,4,14,validate
exercising with an exercise ball,PV1gvY8lo9s,35,45,validate
celebrating,PVGg7j-f0Cs,62,72,validate
bowling,PVJ71MCXCFU,28,38,validate
waxing eyebrows,PVS_eBCObyA,19,29,validate
folding clothes,PWNQZDzHWds,22,32,validate
country line dancing,PWODc_Rb_CA,94,104,validate
doing nails,PWWB3RDEVHc,38,48,validate
crying,PWXigjFm4TM,28,38,validate
ice skating,PWY5cYWkHMI,140,150,validate
flipping pancake,PWg2byjXJoQ,15,25,validate
playing drums,PXOluGNqZcc,120,130,validate
dancing charleston,PX_9a0Sg6rg,138,148,validate
swimming breast stroke,PXg6UqAI7bo,9,19,validate
eating burger,PYHfVv9ZX3s,3,13,validate
zumba,PY_aNRmCnzw,143,153,validate
shuffling cards,PYa_j9Um-hc,0,10,validate
throwing axe,PYk6kiOEs58,2,12,validate
using segway,PZuk6_qq3IM,196,206,validate
country line dancing,P_B96rVqXF0,110,120,validate
pole vault,P_L4Tuvc3l0,84,94,validate
situp,P_fz4dpDRdg,12,22,validate
zumba,PaFpp-KZt3U,26,36,validate
sweeping floor,Pao46Zf359w,15,25,validate
smoking hookah,Pb3l_CF1ikc,12,22,validate
slapping,PbAstXAC1f0,41,51,validate
carrying baby,PbLTZB7gye8,11,21,validate
playing badminton,PbMj9XjJeFI,74,84,validate
hopscotch,PbQhcxB1cY4,1,11,validate
playing chess,PbRbcN8AqG8,14,24,validate
brushing teeth,PbYMRhwvMik,82,92,validate
playing volleyball,Pb_R7BUnOQ4,1,11,validate
playing tennis,PbaPKt859FA,5,15,validate
eating ice cream,PbeS16-B08U,14,24,validate
egg hunting,PbyZxS_-BZE,89,99,validate
blowing glass,PcLej1voIMY,113,123,validate
rock climbing,PcNHCUQi1J0,33,43,validate
kitesurfing,PcUIcRAUoHg,0,10,validate
massaging feet,PcXRWmzyTM8,106,116,validate
paragliding,PcZuDZk65JM,101,111,validate
sharpening knives,PcaO-L9HPrU,94,104,validate
tossing salad,PcbZKLvO6gc,181,191,validate
tying tie,PdsCFMJr8jA,90,100,validate
climbing ladder,PeJZqRzYoq4,43,53,validate
snowboarding,PeNL2MUxLhk,72,82,validate
tap dancing,PehoEu4WfEI,49,59,validate
spray painting,PekdlvE-c0A,0,10,validate
bookbinding,PenwKrUxZto,167,177,validate
bouncing on trampoline,PeznSAFMvhc,118,128,validate
waxing chest,PfDPK7sdpuo,260,270,validate
massaging feet,PfDTBoRwMCU,63,73,validate
celebrating,PfP2NE7glKg,79,89,validate
jumping into pool,PfWA4L1IBLI,2,12,validate
washing hair,Pg0BgPB1SY4,262,272,validate
parkour,Pg4VtQT5dAk,4,14,validate
spinning poi,PgOzM6N9sag,45,55,validate
playing controller,PgPcEr7UWWs,432,442,validate
petting cat,PgPfk4vYpMU,375,385,validate
tapping guitar,PgPm6QSWK6I,7,17,validate
squat,PgPpwbIUrcw,69,79,validate
training dog,PgSbDq8t3D8,143,153,validate
frying vegetables,PgqKDagx1js,108,118,validate
petting animal (not cat),PgyV1sylw4o,7,17,validate
headbanging,Ph-Bj4OG0t4,2,12,validate
jogging,Ph1TS9_70EQ,11,21,validate
ripping paper,Ph6OuvXOqFI,166,176,validate
sanding floor,PhdqY9sa7q4,10,20,validate
making a cake,PhvtWQSYfW0,41,51,validate
arranging flowers,Pi9-MBABPfY,16,26,validate
tango dancing,Pi9xrUH32QY,256,266,validate
trapezing,PiDl7sPiHhA,36,46,validate
auctioning,PiYmbDvOJHQ,10,20,validate
