label,youtube_id,time_start,time_end,split
riding elephant,tWSe1HmSe8U,100,110,train
tai chi,tWT5Iv3Qdy0,145,155,train
tasting food,tWTxCoEnw-8,250,260,train
carrying baby,tWU6uCMJcCU,298,308,train
flying kite,tWWNA2BwQjI,22,32,train
crying,tWXXMj05l6M,66,76,train
throwing discus,tWY1lS4fiL8,5,15,train
catching or throwing frisbee,tWZQ3tpOzkg,0,10,train
shaking head,tWb9TTzmXFY,0,10,train
sharpening pencil,tWbFyb3IZIw,1,11,train
spraying,tWcZ9H91HXo,299,309,train
curling hair,tWchyyg3X5s,102,112,train
playing recorder,tWcshr4OL54,215,225,train
passing American football (not in game),tWefCX0zj0Y,166,176,train
tap dancing,tWhrLUmqQNs,49,59,train
skiing crosscountry,tWjOExixFEU,192,202,train
wrapping present,tWjqRsW5d8o,560,570,train
dancing gangnam style,tWm6ziGo6fE,14,24,train
playing kickball,tWmp8sw1oxo,4,14,train
dying hair,tWnS_LqBPWE,706,716,train
dancing gangnam style,tWoBS7WrI8Y,17,27,train
bending metal,tWojtsMomAU,3,13,train
playing basketball,tWr1BGzPxSw,32,42,train
motorcycling,tWrByVX00G0,371,381,train
feeding birds,tWrt-k4lqz8,4,14,train
blowing out candles,tWuXgFeaR6E,30,40,train
playing squash or racquetball,tWvNji7--ao,23,33,train
climbing ladder,tWvQr4BXCNI,9,19,train
shaking head,tWwmZyaBP0M,0,10,train
catching or throwing baseball,tWx3_uVZwkg,131,141,train
baking cookies,tWx6WdoNI6g,321,331,train
presenting weather forecast,tX088LbhDk4,12,22,train
tossing coin,tX1O8lBuMWM,1,11,train
archery,tX1l-qBcBcc,65,75,train
wrapping present,tX2P6kTZHjw,133,143,train
hammer throw,tX40RnZ530Q,0,10,train
playing bass guitar,tX4ZutVXokg,60,70,train
balloon blowing,tX5YUROnQAY,3,13,train
shuffling cards,tX5xSN0RKN8,9,19,train
tapping pen,tXBmAt3fSvM,32,42,train
punching bag,tXBuda9VhL0,0,10,train
golf putting,tXDECYQ1FvM,160,170,train
drop kicking,tXDh2yfyTsI,0,10,train
shining shoes,tXDq4jnQCCU,127,137,train
eating hotdog,tXHD47Mmdok,45,55,train
tasting beer,tXIo8eghHIw,25,35,train
folding paper,tXJVtg8HGKM,163,173,train
feeding birds,tXJaiIb2p2M,45,55,train
surfing crowd,tXJzrbSSRnU,14,24,train
giving or receiving award,tXK0oDRaneg,658,668,train
playing recorder,tXMQ-f2xHaA,13,23,train
playing drums,tXP3yeegK6o,54,64,train
ski jumping,tXPh65HQh0Y,3,13,train
juggling soccer ball,tXQK1vQtNEg,121,131,train
playing guitar,tXQNV0M0Lag,121,131,train
front raises,tXRP5nSEqu0,9,19,train
shaking head,tXRWhSxHwWU,23,33,train
ice skating,tXS2jVhRbEs,49,59,train
sailing,tXSqhPjnR8Y,6,16,train
driving car,tXT1FpW-rhI,3,13,train
pushing cart,tXT5D8FZx_E,10,20,train
marching,tXTC4BiytkQ,819,829,train
bobsledding,tXTKzgEAGxI,61,71,train
snatch weight lifting,tXTNOTtRBAU,4,14,train
brushing teeth,tXUIaVtW5TA,0,10,train
playing volleyball,tXUOP484GU4,18,28,train
cleaning shoes,tXUmEM1eeMs,359,369,train
playing cricket,tXV1RBtYckY,45,55,train
recording music,tXV8mR6UE_I,52,62,train
waxing chest,tXVA9x_0VrU,7,17,train
driving tractor,tXVZ76BMdDM,44,54,train
contact juggling,tXViZsbn9r4,204,214,train
golf putting,tXVykxCmgTY,19,29,train
passing American football (in game),tXXC-8A4ufc,0,10,train
long jump,tXXOYGM7ST4,6,16,train
gymnastics tumbling,tXXdRLgAPn4,119,129,train
tobogganing,tXYDFloU0wA,1,11,train
diving cliff,tXZgUYBAPAE,1,11,train
playing cricket,tXadh9PCKZE,2,12,train
shaving legs,tXdHb74V7qo,502,512,train
abseiling,tXfO7t6FOMQ,565,575,train
javelin throw,tXgHwfV9OXE,3,13,train
climbing tree,tXlZ3mciQqo,20,30,train
blowing nose,tXlbXiYpP2k,8,18,train
swinging on something,tXm-Zgq7cvM,22,32,train
mowing lawn,tXpCuBi47Ko,105,115,train
sticking tongue out,tXpqEdKOEsg,4,14,train
cooking sausages,tXrYQ-EWOs4,1572,1582,train
slapping,tXsWKWFmwTw,544,554,train
carrying baby,tXsiWiizPl4,45,55,train
catching or throwing baseball,tXuAHGSlrwA,0,10,train
front raises,tXula_TDP98,12,22,train
tai chi,tXv1My6fqgE,43,53,train
jogging,tXxL_fR4a7U,557,567,train
giving or receiving award,tXyi7HK9lWM,42,52,train
bee keeping,tXz-HRAmPwI,76,86,train
breakdancing,tXzQxCEpSdY,8,18,train
carving pumpkin,tY-4ksIcwLQ,12,22,train
passing American football (in game),tY-GGhjirnE,2,12,train
ski jumping,tY-LyQ80jaI,8,18,train
golf putting,tY07bSdmNzs,40,50,train
cutting watermelon,tY0em3UKquk,11,21,train
mopping floor,tY1uXVEy9EA,179,189,train
picking fruit,tY3hS6pfhhc,105,115,train
making jewelry,tY5n5iCCmGQ,3,13,train
eating doughnuts,tY68a9FPdBY,0,10,train
snorkeling,tY82myH7kQA,47,57,train
massaging person's head,tY8YlhvkzgQ,4,14,train
baby waking up,tY9f0BkQv4Q,13,23,train
tasting food,tYCKzlj_u4s,282,292,train
kicking field goal,tYEJZTPfBYg,7,17,train
pushing car,tYGO9QCQfMU,15,25,train
bending back,tYH9rarBLH8,28,38,train
using computer,tYHKHNRUFSk,23,33,train
riding mechanical bull,tYHRLWxJDp0,0,10,train
throwing ball,tYICvp6qWgk,6,16,train
pole vault,tYMkzkHxZ3M,1,11,train
long jump,tYNRge-Vurk,0,10,train
juggling fire,tYUaRWnbaaU,33,43,train
kicking soccer ball,tYV0C-LvzNg,4,14,train
driving tractor,tYVeNmHtqFs,24,34,train
triple jump,tYVy7RarbDc,27,37,train
blowing glass,tYYh1m5TNNo,42,52,train
yoga,tYazIpJpDNI,229,239,train
sharpening knives,tYd-kbwA6Ic,95,105,train
crying,tYd15kF77BM,40,50,train
grooming dog,tYdFu3xWMgQ,13,23,train
strumming guitar,tYeB61Hrdcg,4,14,train
building cabinet,tYg_xZeyfIs,1005,1015,train
using segway,tYh1A_CpytM,95,105,train
waxing eyebrows,tYiQ69ewz5Q,40,50,train
shaving head,tYij7d4yz48,438,448,train
grooming dog,tYkO9HZHtDk,3,13,train
hula hooping,tYkpXLMvtRo,97,107,train
digging,tYpuf8kghr8,9,19,train
waxing eyebrows,tYrAepTDnAg,47,57,train
playing saxophone,tYtYa83rJrk,0,10,train
triple jump,tYvBivmLKkI,2,12,train
skiing slalom,tYyqJunzYVo,469,479,train
playing cards,tYz9ArUJ8Ow,128,138,train
knitting,tYzdjuDCeCU,21,31,train
playing poker,tZ-ErFHOxLY,9,19,train
cleaning floor,tZ-LAtL4EGY,16,26,train
abseiling,tZ-stwBG2rI,0,10,train
welding,tZ1xEjiOyHw,192,202,train
flying kite,tZ2Pnvgqj2A,39,49,train
kicking field goal,tZ4HtNC-t_Y,6,16,train
tai chi,tZ4rq35_Sus,253,263,train
counting money,tZ5T7t9m67Y,17,27,train
playing controller,tZ7-sSH6H04,86,96,train
swimming butterfly stroke,tZ7kzNSvHIc,3,13,train
brushing teeth,tZ7oHtNZpJ4,48,58,train
swimming breast stroke,tZ8LprBSw_M,9,19,train
vault,tZ8pJEc9Pq0,6,16,train
shot put,tZ98z0jDhdo,3,13,train
opening present,tZ9U0KMa1Ho,79,89,train
crawling baby,tZ9XiHi6ktc,7,17,train
knitting,tZ9tjLFzgwQ,65,75,train
zumba,tZ9waoxLgNQ,42,52,train
arranging flowers,tZBtoUxuUCQ,208,218,train
mowing lawn,tZG_eZYGOeM,150,160,train
climbing tree,tZJN32HaG1E,0,10,train
hammer throw,tZLFEDrz3yM,0,10,train
massaging back,tZN-OxxpsB4,256,266,train
singing,tZOWegJqbOU,133,143,train
swing dancing,tZPCaQQWG8Y,144,154,train
mowing lawn,tZQwl0HTxv8,43,53,train
extinguishing fire,tZRAz-jyHP0,48,58,train
making pizza,tZWBN6AaHNU,83,93,train
counting money,tZYYskCJigU,7,17,train
waxing back,tZaVtTfABSA,0,10,train
tasting beer,tZb-4n-SgzI,277,287,train
applying cream,tZc6QpBJweM,12,22,train
riding scooter,tZfIhO-NyBA,123,133,train
hammer throw,tZfttEj672w,17,27,train
cutting watermelon,tZgVoi_OW5M,8,18,train
walking the dog,tZhOtPuFYu8,4,14,train
playing organ,tZk9vVHrSps,24,34,train
waxing chest,tZkHVYLUBo0,321,331,train
pushing car,tZl7UQr6v0o,4,14,train
walking the dog,tZo4eEOHWnU,4,14,train
dancing macarena,tZo87sgHtEU,6,16,train
feeding fish,tZq4BMFDoBo,14,24,train
bouncing on trampoline,tZqF4yMHyZ8,9,19,train
stretching arm,tZqjwwj7XsY,3,13,train
using computer,tZqlyyTCcIc,25,35,train
peeling apples,tZrSQu_EXp8,9,19,train
throwing discus,tZuYaLi91T4,33,43,train
riding mechanical bull,tZw2yrwAj2I,5,15,train
watering plants,tZwLDv0Jrzk,32,42,train
folding clothes,tZwrSbw9eH0,114,124,train
tossing salad,tZx8YM08O3M,106,116,train
waxing legs,tZxnNRzcEHo,97,107,train
applying cream,t_0T9095PC4,53,63,train
catching or throwing baseball,t_38Di1bFVo,0,10,train
skateboarding,t_4t5OlWIDU,173,183,train
eating ice cream,t_5g12f_C1Y,84,94,train
driving tractor,t_62ULFtlkE,28,38,train
making pizza,t_94jv7aS1E,289,299,train
egg hunting,t_APjQnsjEM,153,163,train
frying vegetables,t_D20GxwvPA,118,128,train
throwing discus,t_Dyo954ZlE,0,10,train
mowing lawn,t_ETEWaKvZg,7,17,train
bending back,t_HC4lfH2LQ,4,14,train
bench pressing,t_KGyle7RYo,122,132,train
peeling potatoes,t_Lw8o_5xw4,141,151,train
sharpening pencil,t_NKyY5N58E,8,18,train
riding or walking with horse,t_QC2NyZgxM,1,11,train
feeding goats,t_RMvJXWhAs,3,13,train
riding mechanical bull,t_SdaWMfXm4,5,15,train
counting money,t_SeYAKIu_k,56,66,train
snowkiting,t_TjXS_uJBE,23,33,train
reading book,t_UWIrFFaxo,1,11,train
javelin throw,t_Wj6x_bwQw,6,16,train
decorating the christmas tree,t_Xj58oivD8,66,76,train
sled dog racing,t_YkYhy2LH4,65,75,train
playing recorder,t_YzM_Je1IE,33,43,train
side kick,t_ZEsZqKAfs,3,13,train
hula hooping,t_ZNqR_62ZI,4,14,train
making bed,t__1BeJSKyA,62,72,train
salsa dancing,t__s2GHid4U,78,88,train
abseiling,t_bEd9YymMI,11,21,train
skiing crosscountry,t_eFxo6huL4,9,19,train
golf putting,t_fobgIa_lg,0,10,train
eating hotdog,t_hxNDM5SOE,71,81,train
cleaning floor,t_l8lDclCSg,73,83,train
riding mechanical bull,t_oOrgo3eWk,1,11,train
spinning poi,t_owYNb5Z5o,59,69,train
kicking field goal,t_pPBK5Ih1A,31,41,train
shining shoes,t_tax7iuoF8,175,185,train
shot put,t_vKWHXyFLY,1,11,train
playing ukulele,t_x203IhEMk,54,64,train
curling hair,t_xuZ8AyUZM,33,43,train
flying kite,t_ykJG2D8rM,63,73,train
side kick,t_zZp1bcaZg,17,27,train
zumba,t_zhWWGULj0,2,12,train
blowing leaves,ta-u52VWc-0,51,61,train
shaving head,ta1FM4Bx10s,44,54,train
riding mechanical bull,ta2AKUOFl1A,6,16,train
cutting watermelon,ta4tBPkjzPg,13,23,train
clapping,ta7RpmcNnns,82,92,train
riding unicycle,ta7gSj_bdQE,0,10,train
changing wheel,ta9y0aT9zt0,148,158,train
chopping wood,taB960QRzqk,7,17,train
passing American football (not in game),taBNiuXLDkg,0,10,train
news anchoring,taBbQuzTA5Y,17,27,train
playing trumpet,taCazEfRUng,15,25,train
waxing eyebrows,taDnk7MVM7w,0,10,train
swinging legs,taEHTbpwXxM,15,25,train
skipping rope,taEnhbs3zGQ,426,436,train
picking fruit,taG7oYNI9Do,0,10,train
ironing,taG8pblM-pY,222,232,train
biking through snow,taI1V39_KeA,12,22,train
building shed,taIB2ObF7uQ,0,10,train
playing bass guitar,taJPm1s2ZcM,274,284,train
riding unicycle,taKSXBJ3wWI,2,12,train
long jump,taKloFM-fvs,2,12,train
skiing (not slalom or crosscountry),taLg4hSS5Ow,49,59,train
diving cliff,taN-gBRJJ8s,60,70,train
robot dancing,taN4IqA9h48,37,47,train
headbanging,taNUSwI_rDc,2,12,train
climbing tree,taNeVgyXBIw,72,82,train
marching,taP6ONIq1Jw,76,86,train
walking the dog,taPIzU02-e0,3,13,train
catching or throwing softball,taQHlvbDOoA,13,23,train
sailing,taQeNjQIz4E,450,460,train
ice skating,taRDs9d0vms,13,23,train
cutting watermelon,taRFhcEeta8,22,32,train
pull ups,taRGtXqLHoQ,0,10,train
driving car,taROwd9Q5hA,3,13,train
canoeing or kayaking,taRSQzWeZjY,7,17,train
playing recorder,taWEg7hGZSg,17,27,train
side kick,taZfJByImiU,16,26,train
rock climbing,taZwxtbgE84,58,68,train
playing volleyball,taaNALoFUQQ,26,36,train
wrapping present,tabKYRQZT_s,88,98,train
spraying,tad0JwrK4_A,48,58,train
drinking,tadt-xeVUPg,53,63,train
tying tie,taeXSAeZX44,82,92,train
hurdling,talrDRw8qbM,1,11,train
vault,tanP0ord090,17,27,train
clean and jerk,taq4k3be-lY,7,17,train
playing accordion,tawavXqjrsI,115,125,train
breading or breadcrumbing,tayqfVS5NlI,269,279,train
roller skating,tazhF1SncMI,4,14,train
side kick,tazu6ZfiZnc,2,12,train
spinning poi,tb-bzqPTfos,197,207,train
cleaning windows,tb0-FqIQkVE,11,21,train
tango dancing,tb0Bi7MMueQ,20,30,train
blowing out candles,tb0dloQbfzc,14,24,train
cutting pineapple,tb0mwlYdeZ4,99,109,train
wrapping present,tb1wuh99K8Y,12,22,train
bandaging,tb5Ymox5eLA,17,27,train
trimming trees,tb9IvSqZEnU,42,52,train
planting trees,tb9p2N3DI2k,82,92,train
golf driving,tbB_9L4LeY0,212,222,train
golf putting,tbBoRJmVECM,0,10,train
surfing crowd,tbC12vJtqFQ,25,35,train
cleaning gutters,tbD9KADLx7E,0,10,train
contact juggling,tbDC9zTdflw,0,10,train
canoeing or kayaking,tbE0q1VYGZ8,8,18,train
catching or throwing baseball,tbGAtXbgW_Q,75,85,train
country line dancing,tbI1GLt-TGY,10,20,train
auctioning,tbKNqNkoFiE,127,137,train
grooming dog,tbKYn-8yxl8,10,20,train
clapping,tbMvy3xhZyA,24,34,train
ice skating,tbPAep_Cf-w,2,12,train
playing harp,tbT0D4M2474,28,38,train
trimming or shaving beard,tbTL6Q3v3zI,225,235,train
eating ice cream,tbVG01bta3M,12,22,train
somersaulting,tbVZ34xqeOo,10,20,train
canoeing or kayaking,tbXCL6X-KtY,54,64,train
bartending,tbZ5HzXGKns,184,194,train
riding camel,tb_wIf9pXAI,3,13,train
pole vault,tbaOgN-1k2o,8,18,train
sword fighting,tbcW3IHOW9A,0,10,train
grooming horse,tbcuPh8Qroo,87,97,train
biking through snow,tbeWQ9gN1wg,2,12,train
scrambling eggs,tbfviiKBMSU,112,122,train
playing ukulele,tbhBh2BgHBA,1,11,train
blowing glass,tbi9LRWr_30,256,266,train
playing volleyball,tbmch630zhM,51,61,train
bandaging,tboBc9wdmkE,67,77,train
playing cards,tbppIvKislo,291,301,train
blasting sand,tbqEhOo624w,9,19,train
playing saxophone,tbsrlB11nfo,2,12,train
vault,tby-De81UHI,1,11,train
tapping pen,tbygu-8taF0,103,113,train
recording music,tbyvGKaDUak,14,24,train
pumping fist,tbz6-h2lpmw,64,74,train
playing flute,tbzfNlKp5ms,58,68,train
dancing ballet,tbzrcupNcZc,141,151,train
tango dancing,tbzwcPBQSt0,79,89,train
shuffling cards,tc-lqi688Tc,3,13,train
tobogganing,tc0OTPx2XI4,20,30,train
archery,tc0Z5bxgCvk,2,12,train
high jump,tc0dtUI_0Kg,4,14,train
crawling baby,tc0q9oz3tQU,0,10,train
sled dog racing,tc2XZzT9uwM,51,61,train
vault,tc2tmMPFzvo,11,21,train
breakdancing,tc3fePTPEI8,532,542,train
juggling balls,tc71n6MC1A0,1,11,train
making tea,tc81nXCBS4A,25,35,train
windsurfing,tc8JWjz9Wyg,15,25,train
petting animal (not cat),tc9UXHZoz7Q,74,84,train
opening present,tcD8x1Nh_QU,25,35,train
welding,tcEROXGrHJc,3,13,train
throwing ball,tcEv27SdrJs,26,36,train
salsa dancing,tcFIc0kqVAk,54,64,train
front raises,tcGZ_HWKmWM,4,14,train
