label,youtube_id,time_start,time_end,split
making a cake,mvu2ZWvneAo,293,303,validate
breakdancing,mwC7WzQUMWk,2,12,validate
long jump,mwENcle58uo,4,14,validate
eating spaghetti,mwaGhseUZJE,0,10,validate
playing bagpipes,mwdx_T-wp58,110,120,validate
catching fish,mwiQLbQTGhE,60,70,validate
hurdling,mx-PG3EN02c,2,12,validate
bookbinding,mx6M0kIfjr8,155,165,validate
crawling baby,mx8v41y0Jvk,217,227,validate
blasting sand,mxHjC3GIuK8,117,127,validate
carrying baby,mxRE864QWa4,9,19,validate
cleaning toilet,myJNTWpXk9Y,33,43,validate
skiing (not slalom or crosscountry),myRY7zcyklM,1382,1392,validate
swimming backstroke,mym-yVDeDdQ,32,42,validate
watering plants,myxg2PIHwrU,7,17,validate
riding elephant,mz4ruKFOHl0,141,151,validate
squat,mzL1Vl3f7Sc,4,14,validate
spraying,mzYItGaoI84,110,120,validate
climbing a rope,mzqDvgpiGP4,13,23,validate
shoveling snow,mzt-W2EljH0,2,12,validate
baking cookies,n-Awmp1QsN4,20,30,validate
cooking egg,n-YMkFcvwDc,43,53,validate
balloon blowing,n-e-oOffPOE,24,34,validate
picking fruit,n-sOvsEfAbI,229,239,validate
baby waking up,n0807kumDTM,2,12,validate
checking tires,n0O2afbK6hA,26,36,validate
mopping floor,n0OZo2zXwOQ,2,12,validate
welding,n0WAbM8z-_o,198,208,validate
smoking,n0rd6gua9B4,321,331,validate
tap dancing,n15ydcfmZCQ,90,100,validate
somersaulting,n18Li_OEaq4,47,57,validate
springboard diving,n18TxTWnbFI,25,35,validate
juggling balls,n1cQkKL5ATQ,112,122,validate
welding,n1s_MEvF3dA,210,220,validate
drinking shots,n1wn-npb4bQ,24,34,validate
sled dog racing,n1x5B7M6z7s,6,16,validate
country line dancing,n2dWtEmNn5c,163,173,validate
sword fighting,n2wjB7bKiA8,0,10,validate
celebrating,n3Cn6vuzfzA,8,18,validate
golf driving,n3IbRvlDanU,48,58,validate
surfing crowd,n3Z-qSJC5kM,21,31,validate
sanding floor,n3fN9ELsQwk,3,13,validate
washing feet,n3vpap_pQ-U,76,86,validate
playing chess,n4icILNnvYU,93,103,validate
checking tires,n4uALpKmtDQ,47,57,validate
gargling,n50nZYnC0tk,0,10,validate
jumpstyle dancing,n57inpzy9P4,133,143,validate
swing dancing,n5CvqEj5EGQ,32,42,validate
climbing ladder,n5Fr76ZUlrM,4,14,validate
brushing hair,n5JLcMOt3gU,763,773,validate
sweeping floor,n5ZHSJRZl1U,2,12,validate
barbequing,n5bKEGvBr5Y,18,28,validate
bobsledding,n5iwUCsD8cI,3,13,validate
cutting nails,n5uf4BVoyYY,35,45,validate
changing oil,n64kp3OZY6Q,262,272,validate
playing chess,n6DA_5ZIXYY,8,18,validate
tying knot (not on a tie),n6G4R78IFXw,60,70,validate
playing keyboard,n6J2E96pcyU,7,17,validate
kissing,n6gJNy6oDlE,0,10,validate
shot put,n6iUTAb7Ens,3,13,validate
abseiling,n6lUXDwL4Y0,22,32,validate
mowing lawn,n76hkBT6X9Q,4,14,validate
welding,n7MFnLw7EGY,1,11,validate
playing squash or racquetball,n7hTlNfRVbw,224,234,validate
trimming trees,n7iL8wTg-9s,163,173,validate
making bed,n88nrHaAePY,1,11,validate
playing tennis,n89Vt1KieGw,3,13,validate
grooming dog,n8CrMfl8zXE,17,27,validate
feeding fish,n8K2j6y7jVQ,190,200,validate
building shed,n996P5au0Jk,86,96,validate
blowing leaves,nARkYpOZWyg,13,23,validate
contact juggling,nAymut6lP1k,19,29,validate
making bed,nB527dHuYIk,176,186,validate
strumming guitar,nBZA9VS2uy4,31,41,validate
riding unicycle,nBrCRVEzmA4,2,12,validate
cleaning gutters,nBuzKEWuj18,40,50,validate
dancing charleston,nC22ZH8ei7E,135,145,validate
walking the dog,nCCj1X8fI54,41,51,validate
crossing river,nCYC_vER268,3,13,validate
playing cricket,nCcRyG6WpOk,74,84,validate
climbing ladder,nCkAH-GOiKk,0,10,validate
shaking hands,nCoT1ridnak,66,76,validate
playing tennis,nDCBJOJWCmU,205,215,validate
stomping grapes,nDD6tbn4rb4,71,81,validate
punching bag,nDNkyCjpxWQ,139,149,validate
brush painting,nDOO8DgXhmk,23,33,validate
driving tractor,nDkaAZNhBCI,33,43,validate
riding a bike,nDl682C9lL0,492,502,validate
windsurfing,nDlR90yHqPY,112,122,validate
snowmobiling,nDovgcsGK5I,15,25,validate
swinging on something,nEMFf8AX-FM,9,19,validate
golf chipping,nEMe35MijzU,137,147,validate
cutting nails,nEV0pNS02G8,59,69,validate
washing dishes,nEYDV3gwN9Y,14,24,validate
breakdancing,nEemNn9Urww,13,23,validate
smoking,nEj81RffXqs,3,13,validate
playing violin,nEomGihKPkU,15,25,validate
pumping fist,nEqil-NrP6U,10,20,validate
gargling,nErs1N5a7dY,24,34,validate
garbage collecting,nEu5wMBoDO4,26,36,validate
roller skating,nF-HWYP1xRE,54,64,validate
bowling,nF64BTCr6P8,1,11,validate
hugging,nFErvMDbEG0,15,25,validate
riding mechanical bull,nFKZEdatgSc,16,26,validate
doing aerobics,nFZftozc9dw,39,49,validate
punching person (boxing),nG8_XoYxyIw,28,38,validate
ice climbing,nGVgk1GuvR8,185,195,validate
baby waking up,nGWkd7-N9Jc,15,25,validate
shaving legs,nGiAheaHb_w,11,21,validate
hopscotch,nH9TXvzNZSc,5,15,validate
building shed,nHgKuYE1Lnk,18,28,validate
swinging on something,nHwc_qfRsaA,0,10,validate
making a cake,nI7HNg2GlRc,64,74,validate
eating hotdog,nITzANvDpos,52,62,validate
sharpening pencil,nIhVmEwpv0g,56,66,validate
marching,nJ7PRtO9KCg,28,38,validate
krumping,nJ7pGs23l7w,79,89,validate
catching or throwing baseball,nJK4PZozjTc,3,13,validate
playing recorder,nJVM_LYlZK8,15,25,validate
blowing nose,nJ_tX4IGg4E,5,15,validate
trapezing,nJqTkVxoft8,3,13,validate
eating ice cream,nJsVBPjmnDs,22,32,validate
slacklining,nJtd_rsYA5g,94,104,validate
playing harmonica,nK15J54IVCI,92,102,validate
skiing slalom,nK3b9DTxP5w,366,376,validate
knitting,nK60AQa_oH0,9,19,validate
using computer,nKWMuhaDHLk,69,79,validate
playing didgeridoo,nKXCpkKFonA,11,21,validate
peeling potatoes,nKdqNcoYumU,171,181,validate
holding snake,nL7NBYU-G6U,82,92,validate
skiing (not slalom or crosscountry),nLj6wQ2_5Fs,409,419,validate
spinning poi,nLzHQQVclQk,8,18,validate
riding camel,nM45qmQC6pI,50,60,validate
making a cake,nM6O8E1RnT0,291,301,validate
riding a bike,nMWNCP1z8mc,52,62,validate
cleaning gutters,nMneqyqaBfo,11,21,validate
slapping,nNEqggyAyuI,39,49,validate
carving pumpkin,nNJ0G2bw6s4,2,12,validate
weaving basket,nNYBWW-mfo0,95,105,validate
crossing river,nNyGBu_bfDQ,1,11,validate
skipping rope,nO4BFDXVqCg,7,17,validate
tap dancing,nOTDJUNdrcc,60,70,validate
ice fishing,nOiHvfRvhG8,2,12,validate
braiding hair,nOnm43fNETs,10,20,validate
playing clarinet,nOyjqkARNic,218,228,validate
flying kite,nPC4QCLQf6k,61,71,validate
playing bagpipes,nPGctuxTMd4,0,10,validate
doing aerobics,nPIqe71kpaQ,116,126,validate
massaging person's head,nPMOO5cvJEE,2381,2391,validate
shearing sheep,nPXn9LC_Kj4,53,63,validate
hockey stop,nPqhRbuIDww,20,30,validate
recording music,nPvzezvPY0A,30,40,validate
checking tires,nQU5Na9asiM,2,12,validate
carving pumpkin,nQmo_pNhBIo,139,149,validate
laughing,nR6BuFBfiCc,129,139,validate
doing aerobics,nRGUuK1OL2Y,29,39,validate
building shed,nROCRXkN99Q,230,240,validate
filling eyebrows,nSSIMBkH3hQ,508,518,validate
singing,nSYzk6h4ZBA,68,78,validate
riding a bike,nSewP46BBzE,0,10,validate
skiing (not slalom or crosscountry),nSoj7RoQ2Ow,369,379,validate
punching bag,nTyjO4pDrto,0,10,validate
applauding,nU8SAk0OogA,64,74,validate
gargling,nUBKi5MPeeA,393,403,validate
robot dancing,nVZrfjhBR1Y,2,12,validate
playing recorder,nVnm-h_DdNg,158,168,validate
massaging legs,nVq9PKEkNYk,207,217,validate
tai chi,nVsFa-kiFtg,12,22,validate
making bed,nVwegA0guFU,455,465,validate
playing controller,nWJ1uUl0lf8,286,296,validate
doing nails,nWTv_GRU8sQ,213,223,validate
bending back,nWfyPrL50zM,78,88,validate
building cabinet,nWu_bGRWWZc,2,12,validate
playing organ,nXSYzDcxhME,59,69,validate
building shed,nXUbsc7Pu4E,173,183,validate
blasting sand,nXxVifxpGzo,10,20,validate
grinding meat,nY3cr4cgbrE,123,133,validate
push up,nYEPAlAHH0c,22,32,validate
cleaning floor,nYOXbF4vzDc,2,12,validate
driving tractor,nYlzOQfkDO8,0,10,validate
training dog,nZ0sACbNCns,36,46,validate
training dog,nZ4ba7E5kSQ,2,12,validate
disc golfing,nZG6du0gq7s,39,49,validate
marching,nZMdr4HOQ7s,60,70,validate
riding a bike,n_-k8iaq0Mc,4,14,validate
high kick,n_L--_pT5MU,9,19,validate
giving or receiving award,n_eXSo5FEyA,279,289,validate
long jump,n_j_dwxU1pU,2,12,validate
writing,na9OVxD-EVY,36,46,validate
breading or breadcrumbing,na9SEBKw2Qw,308,318,validate
answering questions,naJp2IF0GxA,367,377,validate
swimming breast stroke,naQ58v8Dd9w,54,64,validate
answering questions,naSQ6yg7E2Y,298,308,validate
tying knot (not on a tie),naxvA8Nh_HI,47,57,validate
sweeping floor,nba6dbLPKPY,0,10,validate
swimming backstroke,ncrg3mZmUnw,66,76,validate
cutting watermelon,nd8nWkkKM94,88,98,validate
air drumming,nd9oT-s_ISI,4,14,validate
using segway,ndDwHf8Fq5c,102,112,validate
mowing lawn,ndhFUQX3tko,745,755,validate
cooking on campfire,neAZFAMxNLA,370,380,validate
push up,neEsBVxcvWk,48,58,validate
canoeing or kayaking,neGcxrCAyug,75,85,validate
holding snake,neHJsZ7hg3w,36,46,validate
dunking basketball,neaZr67KMXE,35,45,validate
baking cookies,nenz_2mnic0,169,179,validate
drinking,neocHYtz6yw,61,71,validate
playing cards,nfMBKABK5Xg,276,286,validate
washing hands,nfMtlwaDBJs,84,94,validate
planting trees,nfQMrPGeO7M,47,57,validate
throwing ball,nfaLyIWyE6U,0,10,validate
reading book,nfkBGTL57Fg,141,151,validate
snowboarding,ng8f7_uedZ4,38,48,validate
sharpening pencil,ngIF5wp65e4,507,517,validate
pole vault,ngKF7FmfRxM,1,11,validate
throwing discus,ngP8Du_ceQE,3,13,validate
waxing chest,ngfuIbFUi7c,69,79,validate
tapping guitar,nglfgQmnNsQ,252,262,validate
sneezing,ngmWeyw8lG8,27,37,validate
finger snapping,ngpJpfdGjDA,1,11,validate
giving or receiving award,ngq7Hw2LZDQ,42,52,validate
digging,nh8xo8MvIOU,2,12,validate
bookbinding,nhhwEEEMnOQ,140,150,validate
vault,nhmaCWPqB6k,38,48,validate
dancing ballet,nhvaP5EpZP0,94,104,validate
playing controller,ni7fiqz_HEI,40,50,validate
punching bag,ni99AA9kgU0,125,135,validate
swimming butterfly stroke,niZT9Zlexgs,24,34,validate
massaging feet,nj-r8CHwsGY,86,96,validate
digging,njBD_emzWII,83,93,validate
shoveling snow,njNPDxLHZVQ,102,112,validate
stomping grapes,njbWyq4tet4,152,162,validate
hockey stop,njn6f_MEKM4,2,12,validate
answering questions,njoCaIgSf7Q,124,134,validate
building shed,njz0fkss9x8,41,51,validate
sailing,nk6HLNkczM4,88,98,validate
playing cards,nk7LfbGSMwU,205,215,validate
shredding paper,nkVcWFbblfk,104,114,validate
breakdancing,nkz6zoebONg,101,111,validate
punching bag,nlHm20xZgmE,4,14,validate
shining shoes,nm5-qRIMiLU,44,54,validate
zumba,nmefMgzgISw,20,30,validate
using remote controller (not gaming),nmoiKDbLqX8,75,85,validate
hurdling,nn5f2xC54dI,63,73,validate
applying cream,nnGtGUModT0,7,17,validate
skateboarding,nnYTXXx4wrU,140,150,validate
ice climbing,nnfUHLZnggM,442,452,validate
exercising with an exercise ball,nnuhQ2o1UWE,24,34,validate
opening present,no3_ZKDWOTQ,1799,1809,validate
baby waking up,noCKr2pC5K0,0,10,validate
unboxing,noCpVmgD0PY,122,132,validate
brushing hair,noOO764P9nU,1,11,validate
cheerleading,nodndUmqqOg,332,342,validate
belly dancing,nopI2dh-UQU,123,133,validate
playing cricket,np1P2iT6X6E,3,13,validate
tossing coin,npCfdlPE3CM,11,21,validate
motorcycling,npQxzHc_9vs,156,166,validate
news anchoring,npSQAFYfni8,6,16,validate
garbage collecting,nq5_A70nB3o,282,292,validate
dunking basketball,nqAD6eNUrO8,2,12,validate
playing guitar,nqN8z4pyRzs,261,271,validate
arranging flowers,nqkHHTlGRws,71,81,validate
dunking basketball,nqlTKZnrFcM,59,69,validate
brush painting,nqr44CA24Wo,107,117,validate
playing accordion,nrF8FOuvACg,127,137,validate
tasting food,nrUjS8tnQ6s,90,100,validate
playing badminton,ns9A-roIOU4,399,409,validate
surfing crowd,nsaWtkx5l0s,50,60,validate
changing wheel,nsgYOgqcE68,18,28,validate
crossing river,nt5sPExRJxQ,3,13,validate
eating cake,ntDFgioEXGE,22,32,validate
rock climbing,ntFmk_-g6fE,15,25,validate
playing xylophone,ntcN5pcqiOY,63,73,validate
tossing salad,ntuzR5mAXMs,170,180,validate
situp,nu8GWt1jlvM,145,155,validate
playing squash or racquetball,nuHQOJJYnzg,21,31,validate
riding mechanical bull,nuL9Dmfrhzk,36,46,validate
drinking,nvdXa6q8NKA,118,128,validate
reading book,nvexLJf6I0s,373,383,validate
surfing crowd,nwDKOJHMHhs,23,33,validate
dining,nwZXnDS0J6Q,433,443,validate
stomping grapes,nwrTpj6Mko4,0,10,validate
skipping rope,nxDAt9SkPoA,123,133,validate
riding mountain bike,nxJ3OAeDA4w,8,18,validate
spraying,nxV8GsDOc54,358,368,validate
waxing back,nxv0xsCFGoE,124,134,validate
throwing ball,ny21UwIAD3w,8,18,validate
chopping wood,nyFulYDEKFs,17,27,validate
skipping rope,nyO86Yf_MA0,197,207,validate
baking cookies,nyciBuaIZxs,635,645,validate
frying vegetables,nylxxXMJPYA,109,119,validate
petting animal (not cat),nz-Y7dGHd54,6,16,validate
parasailing,nzEyMT46RFE,135,145,validate
extinguishing fire,nzYwrVR8LsI,20,30,validate
blowing glass,nzb8RWiHOcA,85,95,validate
garbage collecting,nzzuNKp_OOM,187,197,validate
capoeira,o-chPcT-9Xw,16,26,validate
swimming breast stroke,o-hF3nN5dwk,6,16,validate
playing drums,o-kHMzDEe3o,110,120,validate
bowling,o018kcJ4CqU,0,10,validate
snowboarding,o07H9o-dxNE,15,25,validate
sanding floor,o08RX_saVBk,25,35,validate
throwing ball,o0tfI02ehDE,0,10,validate
cutting pineapple,o10C8vuW9RM,6,16,validate
playing saxophone,o12VFXBVhfs,0,10,validate
parkour,o17r3sBs22E,33,43,validate
disc golfing,o1DsVQYM2MQ,6,16,validate
playing harp,o1EY8MyQ_Vw,112,122,validate
drinking shots,o1hqepKau4A,4,14,validate
bending metal,o28yOO_4fAE,14,24,validate
petting animal (not cat),o2AjoLfMhVA,29,39,validate
presenting weather forecast,o2c4lo1zkrc,89,99,validate
running on treadmill,o2naVWxaKxM,41,51,validate
dancing ballet,o2qCqTugeOY,2,12,validate
texting,o3Bnjms5Z6M,40,50,validate
pushing car,o3nA2ymzr4s,0,10,validate
roller skating,o43quML44nA,87,97,validate
water sliding,o47K-MeHAeI,5,15,validate
playing cymbals,o4O1JXTsngU,10,20,validate
clay pottery making,o4jkQtNySLk,94,104,validate
playing controller,o4xTJC9PxEk,26,36,validate
scrambling eggs,o56flyxHAN0,67,77,validate
breading or breadcrumbing,o59Wp_KjxN0,112,122,validate
grooming dog,o5DWnVTzm00,14,24,validate
skiing slalom,o5K7K_9JqJo,48,58,validate
getting a tattoo,o5x7uhOgLUc,190,200,validate
waxing legs,o6MV11fXZkA,274,284,validate
krumping,o6NRDIu4qrI,115,125,validate
waxing eyebrows,o6NVNSRM2xI,25,35,validate
sweeping floor,o6Q7NLnM7sQ,370,380,validate
jumping into pool,o6Th1W8foKU,0,10,validate
reading book,o6dIjv5pOKc,4,14,validate
massaging feet,o78dzQaNLIQ,30,40,validate
picking fruit,o7RqqHz76kg,38,48,validate
bartending,o7oG4LKLrdo,390,400,validate
driving tractor,o8BzuNJOoGk,33,43,validate
tossing salad,o8OCK_W9Q84,278,288,validate
long jump,o8bfNeRvZMw,0,10,validate
javelin throw,o8hiN-hd78Y,4,14,validate
salsa dancing,o9CtsDwF_Uo,120,130,validate
eating hotdog,o9QAzWyUNGc,217,227,validate
getting a haircut,o9YdtsBacHk,12,22,validate
trimming trees,o9kGXRH9pAM,62,72,validate
feeding goats,o9v7mVSeNVY,3,13,validate
breakdancing,oA9su9Etho8,3,13,validate
singing,oAgbGI23cn4,85,95,validate
mopping floor,oBWsovXUbbg,8,18,validate
applauding,oBYZWvlI8Uk,25,35,validate
shining shoes,oCbOmPdVHS8,2,12,validate
braiding hair,oCnp2k5Ls_k,206,216,validate
weaving basket,oD0wHopSNLU,0,10,validate
jogging,oDcugXejkxU,2,12,validate
playing harp,oDdycECp6BQ,4,14,validate
sniffing,oDlNr17GvFE,7,17,validate
playing monopoly,oDlgzizRPQw,23,33,validate
hopscotch,oEBIt8hkr3g,53,63,validate
washing dishes,oEkXkrSbFU8,52,62,validate
trimming or shaving beard,oEm46ALZvAs,378,388,validate
unboxing,oF0zzafknHM,20,30,validate
arm wrestling,oG5HTS16p3o,22,32,validate
playing cricket,oG8ZrywKXWY,1,11,validate
robot dancing,oGEVs4CkVaw,3,13,validate
cheerleading,oGLY8G334yU,225,235,validate
golf putting,oGtxVT7wV8M,0,10,validate
using remote controller (not gaming),oH85TNw8F20,99,109,validate
waxing back,oHALuY9S7Zo,64,74,validate
krumping,oHCX1hgyylY,122,132,validate
playing harp,oHPZ-whzdDk,207,217,validate
tapping guitar,oHivbPB_jkY,205,215,validate
shaking head,oHjs8DZ4GZs,2,12,validate
playing controller,oIleYWE2bsQ,286,296,validate
playing drums,oIosEbECUo8,77,87,validate
catching fish,oIz61-3WrqI,0,10,validate
driving car,oJOMxFCKHtA,0,10,validate
air drumming,oJmjFdkJDSg,4,14,validate
baking cookies,oJyfsivWegE,261,271,validate
ice climbing,oK0xLhGAUZc,105,115,validate
ski jumping,oKCuB2RHqdg,1,11,validate
capoeira,oKWr0-Z4X0Q,4,14,validate
swimming breast stroke,oKa8J6RU-00,158,168,validate
trimming or shaving beard,oL0FnGv740Q,187,197,validate
pushing cart,oLF_SWtXt9o,4,14,validate
salsa dancing,oLQpSzSqf_M,37,47,validate
dancing gangnam style,oLxBaNhNk6s,27,37,validate
opening bottle,oM-k3jhhqfQ,55,65,validate
swinging legs,oM29zSDhRBE,22,32,validate
shearing sheep,oMT-lPga9h8,2,12,validate
abseiling,oMjg09l2zs0,676,686,validate
yawning,oMsyPYxp-s4,12,22,validate
snatch weight lifting,oMyPguv43Ig,13,23,validate
juggling soccer ball,oNEHCEWJfJE,73,83,validate
making snowman,oNSDoupp77Y,65,75,validate
eating doughnuts,oNVLH9pOmW8,122,132,validate
tasting food,oNmaFOckaLY,46,56,validate
capoeira,oNx68xPoPSA,19,29,validate
breakdancing,oNy9nbXgXQk,106,116,validate
marching,oNzD6EBHQMM,67,77,validate
spinning poi,oO2X9UcZdQQ,18,28,validate
playing bagpipes,oOLt6cStf60,17,27,validate
getting a haircut,oOU3UGPmunw,10,20,validate
running on treadmill,oOZNo3rsrGw,0,10,validate
faceplanting,oOpaLCB7PbQ,1,11,validate
pushing wheelchair,oPH0_jSn8Ew,108,118,validate
changing oil,oPIPVkS0dYM,237,247,validate
golf putting,oPRdf9yW6-I,82,92,validate
carving pumpkin,oPoLYdOTOt0,0,10,validate
bending back,oPwOZXj-JL8,123,133,validate
arm wrestling,oQ30fExAZKM,35,45,validate
cutting nails,oQ3h5EF8TZc,16,26,validate
feeding goats,oQ5_6HPESQU,59,69,validate
disc golfing,oQBzZdD3Q5Y,37,47,validate
running on treadmill,oQJvlUj5i6k,16,26,validate
watering plants,oQQxLnfunYI,42,52,validate
crossing river,oQodx6e4CYI,7,17,validate
playing bass guitar,oRGXgMMPy_Q,235,245,validate
waxing chest,oRKbez1LpWU,80,90,validate
arm wrestling,oRct_2ZEJZo,4,14,validate
shredding paper,oRvuziGNW5g,16,26,validate
high jump,oS5lChx2xkQ,3,13,validate
blowing nose,oSJw4wU7g4g,2,12,validate
playing basketball,oShj9Rey2ZE,97,107,validate
situp,oToRf2ImQrY,408,418,validate
krumping,oU_upEogUzg,84,94,validate
texting,oUbVXKjJK5M,53,63,validate
hurdling,oUlbpoJQU0Y,6,16,validate
testifying,oV0Hj7sKeWo,150,160,validate
news anchoring,oVMHriEp7f0,126,136,validate
marching,oVeHcRapPao,429,439,validate
hammer throw,oVkHiocntlM,6,16,validate
ski jumping,oVyPCHhYEfE,23,33,validate
bouncing on trampoline,oWAKn32mD98,10,20,validate
extinguishing fire,oWuvz_250M8,69,79,validate
waxing chest,oWyreExepIk,221,231,validate
pushing wheelchair,oWz9whBx48c,23,33,validate
massaging back,oX7WkOAp3qM,18,28,validate
cracking neck,oY8dl1dsJh4,65,75,validate
recording music,oYH3-sCubLs,133,143,validate
tapping pen,oYy2zyfw8TM,21,31,validate
archery,oZ0QUyB18Zg,178,188,validate
tickling,oZCMAkBJU88,173,183,validate
building cabinet,oZOXBqobvcM,214,224,validate
eating carrots,oZSIFSqM6RA,22,32,validate
playing organ,o_27Slj8aNQ,4,14,validate
making snowman,o_4eoqZUcSQ,62,72,validate
welding,o_JCYF9pQFE,127,137,validate
cleaning toilet,o_T-CopFgu0,134,144,validate
dancing gangnam style,o_TIgx4gb_M,23,33,validate
shaving head,o_cPPSEheYw,171,181,validate
making jewelry,o_iUdoUN7yU,346,356,validate
weaving basket,oa6JZrHCasU,20,30,validate
riding mountain bike,oadZIMIokY4,104,114,validate
high kick,oah6SJdIcog,1,11,validate
unloading truck,ob180pVcLA8,0,10,validate
playing cello,obH-cV1NXOE,0,10,validate
curling hair,obHgP6dwHNc,302,312,validate
assembling computer,obSsX7-ZwWc,31,41,validate
tossing coin,ob_-PkMuaWo,101,111,validate
feeding fish,obfFSthRQBY,0,10,validate
arm wrestling,ocAiWoqVKLc,293,303,validate
playing basketball,ocJaiKOm55g,48,58,validate
disc golfing,ocNg21dKAzc,1593,1603,validate
ice fishing,ocPxOsOvkd0,1,11,validate
playing monopoly,ocUbXJkvYRY,5,15,validate
building cabinet,ocVRu25bkYQ,80,90,validate
waxing eyebrows,odZf2XS7wws,1,11,validate
grooming dog,odizEwdAkMA,2,12,validate
passing American football (in game),odt54ATghjQ,2,12,validate
eating doughnuts,odzoy22fTfE,2,12,validate
playing cymbals,oe9DIr8Asyg,83,93,validate
reading newspaper,oeJJ1eUpB4A,1,11,validate
